Date,Open,High,Low,Close,return,log_return
2015-01-06,3804.778957922482,3865.468683631675,3800.110517483313,3846.794921875,-0.004830934960992765,-0.004842641645329388
2015-01-07,3823.452719679157,3874.805564510012,3823.452719679157,3846.794921875,0.0,0.0
2015-01-08,3856.13148997237,3865.468370093369,3818.783969488376,3828.120849609375,-0.0048544496509117015,-0.004866270763799708
2015-01-09,3837.4580078125,3860.800209806493,3814.1158058185065,3837.4580078125,0.0024390970321842825,0.0024361272630745775
2015-01-12,3837.4580078125,3860.800209806493,3814.1158058185065,3837.4580078125,0.0,0.0
2015-01-13,3814.1160658269528,3982.179931640625,3814.1160658269528,3982.179931640625,0.03771296611806369,0.037019220605541886
2015-01-14,3972.843131112052,4052.20662491805,3963.5062494878166,4005.522216796875,0.005861685196789482,0.005844572360923257
2015-01-15,3986.847775342988,4033.532175522648,3986.847775342988,4019.52685546875,0.003496332791052197,0.003490234829095282
2015-01-16,3926.1585131402553,3982.179799891365,3865.468785826554,3944.832275390625,-0.018582928479878077,-0.01875776040923243
2015-01-19,3982.1796656236,3982.1796656236,3888.810857519881,3907.484619140625,-0.009467489019238913,-0.00951259058485185
2015-01-20,3930.826891747591,4005.521939571773,3912.153129791545,3996.18505859375,0.022700137837684677,0.022446323608040157
2015-01-21,4005.5213745117194,4126.900810102983,3996.184494850852,4108.22705078125,0.028037238152060797,0.027651390260232
2015-01-22,4117.5642013549805,4182.92236328125,4047.53759929112,4182.92236328125,0.018181885172533344,0.01801857129712847
2015-01-23,4224.938116979815,4234.2749967963455,4098.89023945666,4126.90087890625,-0.013392905607517547,-0.013483399459839908
2015-01-26,4080.216535675294,4126.90093539698,4047.537455870114,4075.548095703125,-0.012443425395943843,-0.012521493109627125
2015-01-27,4108.227864583334,4210.933561197917,4094.2225423177088,4201.5966796875,0.03092800796959525,0.030459375215201895
2015-01-28,4178.253792832436,4294.964792632224,4154.911592872478,4280.95947265625,0.018888722316548652,0.018712545447837278
2015-01-29,4248.280426457087,4369.659867213004,4248.280426457087,4290.29638671875,0.0021810330422741965,0.0021786580423837324
2015-01-30,4355.654650021115,4425.681252111487,4308.970248627534,4318.30712890625,0.006528859468593222,0.006507638780129452
2015-02-02,4308.970648261938,4322.975969978932,4140.906787658005,4154.912109375,-0.03783774860234062,-0.038572182041485575
2015-02-03,4271.622858091842,4280.959738655978,3977.5111203215847,4014.858642578125,-0.033707925248493996,-0.03428913565440106
2015-02-04,4056.874271861294,4061.542711759869,3893.478875411184,3991.51611328125,-0.0058140351566364715,-0.005831002456653147
2015-02-05,4033.532845902613,4038.201286696482,3916.8218260558942,3930.8271484375,-0.01520448950257657,-0.015321262918564676
2015-02-06,3935.495290219205,3949.500611536712,3832.789600557494,3846.794921875,-0.021377746563061857,-0.02160956031113234
2015-02-09,3842.126437100497,3916.82148326527,3781.43671209162,3902.816162109375,0.014563095088799067,0.014458071635960131
2015-02-10,3921.489990234375,3972.842835344587,3879.474026053292,3921.489990234375,0.00478470605566706,0.004773295731869139
2015-02-11,3921.489990234375,3972.842835344587,3879.474026053292,3921.489990234375,0.0,0.0
2015-02-12,3982.180075007127,4108.227978905359,3958.837870581528,4094.22265625,0.04404771310032116,0.04310519061950588
2015-02-13,4056.8741956413537,4108.227033560865,4024.195116965301,4103.55859375,0.0022802710755723816,0.0022776752029298047
2015-02-16,4154.91157522999,4164.248455174327,4028.86369598144,4075.548095703125,-0.006825904250407659,-0.006849307293580326
2015-02-17,4080.2164628751416,4126.900861763873,4028.863624097537,4122.232421875,0.011454735676189067,0.011389626922130166
2015-02-18,4154.911449085582,4196.927407559481,4094.22173128995,4108.22705078125,-0.0033975209693245896,-0.003403305649791549
2015-02-19,4122.232352993458,4150.242991858646,4084.884834506541,4103.55859375,-0.001136367823283334,-0.0011370139787581094
2015-02-20,4089.553922116347,4103.55924376743,4047.537957163097,4080.217041015625,-0.005688124636486434,-0.005704363626303429
2015-02-23,4084.885500790028,4154.912109375,4070.880179073033,4154.912109375,0.01830664094789975,0.018141091776789853
2015-02-24,4150.2432149707465,4164.24853515625,4112.895694476072,4164.24853515625,0.0022470814148351326,0.0022445605031489674
2015-02-25,4168.917225830347,4234.275390625,4159.580345145397,4234.275390625,0.016816204623128352,0.016676377649602284
2015-02-26,4248.281282123767,4266.955046001234,4210.9337543688325,4257.6181640625,0.005512814185204541,0.005497674242059156
2015-02-27,4238.944271121405,4285.628679393667,4220.2705078125,4220.2705078125,-0.00877196000459654,-0.008810660129270478
2015-03-02,4220.270426341768,4234.275748553079,4164.249137496524,4196.92822265625,-0.005530992649177137,-0.005546345225179447
2015-03-03,4248.280543415902,4332.3124662527,4206.264581997503,4322.9755859375,0.030033242551256736,0.029591076042348268
2015-03-05,4355.654884996506,4397.670848517372,4346.318004214091,4383.66552734375,0.014038927632085738,0.013941294601817584
2015-03-06,4388.334010523945,4542.392544935956,4369.660248777034,4533.0556640625,0.0340788173246584,0.03351099883368429
2015-03-09,4509.713445352771,4607.750694164787,4444.355279478093,4528.38720703125,-0.0010298697781853739,-0.0010304004584510966
2015-03-10,4584.408304956334,4617.087386559892,4463.02885900026,4477.0341796875,-0.011340246537224973,-0.011405037428493971
2015-03-11,4435.018685167667,4500.376855264875,4397.671159397834,4472.3662109375,-0.001042647556987342,-0.00104319149207266
2015-03-12,4556.397956013917,4705.788052932406,4547.061074956511,4696.451171875,0.05010434082734186,0.048889531448856396
2015-03-13,4752.472458219433,4780.48310139165,4668.440528702783,4696.451171875,0.0,0.0
2015-03-16,4715.1253271484375,4780.4835,4654.435595214844,4668.44091796875,-0.0059641318265994565,-0.005981988295110032
2015-03-17,4687.1142578125,4715.124900787476,4649.766733845867,4687.1142578125,0.00399990921420396,0.0039919308454337745
2015-03-18,4668.4402765012255,4780.482843137254,4668.4402765012255,4761.80908203125,0.01593620725038831,0.015810559045650874
2015-03-19,4752.472458219433,4752.472458219433,4687.114290817594,4696.451171875,-0.013725436914906762,-0.013820501595974595
2015-03-20,4705.7880197958175,4715.124900787476,4649.766733845867,4687.1142578125,-0.0019880785982434378,-0.0019900574496762905
2015-03-23,4715.125065489398,4733.798828125,4677.777540218195,4733.798828125,0.009960194641017333,0.00991091883000695
2015-03-24,4715.124431440401,4827.1669921875,4668.44003112911,4827.1669921875,0.019723728754118177,0.01953173644593688
2015-03-25,4892.525221278902,4920.535861858743,4771.1457787662575,4845.8408203125,0.0038684860406160686,0.003861022690211723
2015-03-26,4817.830297274852,4817.830297274852,4715.124612643023,4743.13525390625,-0.021194581129395557,-0.021422411190076898
