Date,Open,High,Low,Close,return,log_return
2015-01-06,13.389940476503956,13.608551941114577,13.280634744198649,13.553899765014648,0.00813013320349635,0.008097261716731434
2015-01-07,13.499246283799192,13.799836014229513,13.499246283799192,13.663204193115234,0.008064426474712668,0.00803208276017533
2015-01-08,13.799836014229513,13.936469215449256,13.663204193115234,13.663204193115234,0.0,0.0
2015-01-09,13.799837766840126,13.936470985412596,13.60855374502882,13.936470985412598,0.020000198228396524,0.019802821637726127
2015-01-12,13.799836014229513,13.936469215449256,13.663204193115234,13.663204193115234,-0.01960803366816417,-0.019802821637726096
2015-01-13,13.608551330615276,13.608551330615276,13.389939875811883,13.44459342956543,-0.015999963146269943,-0.016129344476906633
2015-01-14,13.44459320480586,13.499245377540364,13.280633926391602,13.280633926391602,-0.012195199805244522,-0.012270171407003271
2015-01-15,13.33529012846686,13.33529012846686,13.06202507019043,13.06202507019043,-0.01646072449649764,-0.016597707528924643
2015-01-16,13.06202507019043,13.116677253782328,13.00737288659853,13.06202507019043,0.0,0.0
2015-01-19,13.116677253782328,13.116677253782328,12.952719322900986,13.06202507019043,0.0,0.0
2015-01-20,13.116677284240724,13.225984411889636,13.062025100521916,13.116677284240724,0.0041840536790133396,0.00417532486583042
2015-01-21,13.116675940067358,13.225983056514677,13.06202376194921,13.171329498291016,0.004166620315951061,0.004157963990273744
2015-01-22,13.225980472070685,13.44459190203618,13.225980472070685,13.389938354492188,0.016597326505994436,0.01646109618852363
2015-01-23,13.389941180437935,13.389941180437935,13.225983263413127,13.335289001464844,-0.004081374505283622,-0.004089726045798467
2015-01-26,13.335288792856485,13.335288792856485,13.171329498291016,13.171329498291016,-0.012295159344189514,-0.012371370142725269
2015-01-27,13.225984411889636,13.225984411889636,13.062025100521916,13.116677284240724,-0.004149331626498475,-0.00415796399027361
2015-01-28,13.116677284240724,13.280636595608442,13.062025100521916,13.116677284240724,0.0,0.0
2015-01-29,13.116677284240724,13.280636595608442,13.062025100521916,13.116677284240724,0.0,0.0
2015-01-30,13.17132820081722,13.33528747923148,13.116674647977344,13.280633926391602,0.012499860947853454,0.01242238266309438
2015-02-02,13.225981753657097,13.280633926391602,13.17132820081722,13.280633926391602,0.0,0.0
2015-02-03,13.335290068095158,13.936470985412596,13.335290068095158,13.936470985412598,0.04938296339286189,0.048202337521636024
2015-02-04,14.209732206448798,14.619629031111613,14.073100391596329,14.34636402130127,0.029411537276381503,0.02898731594171273
2015-02-05,14.073102951049805,14.209734790751297,13.799837891541166,14.073102951049805,-0.019047409493146195,-0.019231148304418685
2015-02-06,14.209734662346255,14.346366500813089,13.936470985412596,13.936470985412598,-0.009708730626959192,-0.00975616763729411
2015-02-09,13.936470985412596,14.209734662346255,13.936470985412596,13.936470985412598,0.0,0.0
2015-02-10,13.936471111348313,14.209734790751297,13.799837891541166,14.073102951049805,0.009803914188909134,0.009756167637293988
2015-02-11,14.073102951049805,14.209734790751297,13.799837891541166,14.073102951049805,0.0,0.0
2015-02-12,14.209733417733878,15.166157583335362,14.209733417733878,15.029525756835938,0.0679610466229686,0.06575126667337212
2015-02-13,15.439418874653722,15.439418874653722,15.16615390777588,15.16615390777588,0.009090649508870901,0.009049578276423602
2015-02-16,15.302788286945338,15.302788286945338,14.892892837524416,14.892892837524414,-0.018017822574737434,-0.01818212005381437
2015-02-17,15.02952575683594,15.576054442939151,14.892893930336514,15.029525756835938,0.009174370674800033,0.009132541777390814
2015-02-18,15.02952575683594,15.166157583335362,14.892893930336514,15.029525756835938,0.0,0.0
2015-02-19,15.166156922724577,15.712685585021973,15.166156922724577,15.712685585021973,0.045454516612096756,0.044451734982404276
2015-02-20,15.849316596984862,15.985948410562298,15.712684783407427,15.849316596984863,0.008695586201580547,0.008657997339506911
2015-02-23,15.849319065673797,15.985950900532996,15.439423561096191,15.439423561096191,-0.025861874446160598,-0.026202172710456682
2015-02-24,15.576053619384764,15.71268543866004,15.30278860072877,15.576053619384766,0.008849427425053008,0.008810500726278073
2015-02-25,15.84931704166388,16.39584569141278,15.71268522425301,16.259212493896484,0.043859561041926017,0.042924960337026814
2015-02-26,16.259212493896484,16.39584569141278,15.57605340684214,16.259212493896484,0.0,0.0
2015-02-27,16.25921142815541,16.669108233625973,16.25921142815541,16.5324764251709,0.016806713816981855,0.016667043759764057
2015-03-02,16.532477526921983,16.669109344482422,16.25921251169567,16.669109344482422,0.008264516204208714,0.008230552093147346
2015-03-03,16.669108233625973,16.942371850536126,16.5324764251709,16.5324764251709,-0.008196773834035097,-0.008230552093147258
2015-03-05,16.53247750882365,16.66910932623452,16.122582056591042,16.259212493896484,-0.016528917038609314,-0.01666704375976401
2015-03-06,16.25921032655618,16.395843505859375,15.98594672816027,16.395843505859375,0.008403298254093198,0.00836818710582368
2015-03-09,16.12257957458496,16.2592099908567,15.849314601725837,16.12257957458496,-0.01666665891125137,-0.016807110429518293
2015-03-10,16.122579221690554,16.259209634971697,15.16615390777588,15.16615390777588,-0.05932212412936416,-0.061154519074641214
2015-03-11,14.892894841553783,15.712687230814591,14.75626300669458,15.439423561096191,0.01801838851049783,0.01785798133503103
2015-03-12,15.439418874653722,15.576050668040052,15.02952211438955,15.16615390777588,-0.017699472537879433,-0.017857981335030967
