Date,Open,High,Low,Close,return,log_return,high_return
2015-01-06,4.902213638302199,4.990317708306584,4.811850501594852,4.931581974029541,0.005990844775256751,0.005972971015119462,0.017972316695428
2015-01-07,4.938359520976951,5.078423058874003,4.87058611579248,5.044536590576172,0.02290433721703644,0.02264597059016224,0.029775655280141297
2015-01-08,5.044537052181695,5.387917556931884,4.969986908822441,5.204931735992432,0.03179581365628273,0.031300792499269356,0.06806987325598757
2015-01-09,5.204931316158857,5.304331186894294,5.105531914012233,5.234299182891846,0.005642234785969682,0.005626377000217961,0.019097167060714564
2015-01-12,5.229781432711851,5.369844032662471,5.157489894629658,5.313367366790772,0.015105782290274641,0.014992826068524185,0.025895510561117573
2015-01-13,5.331440356489985,5.412767230899416,5.263667414461805,5.410508632659912,0.01828242979702196,0.018117315600017773,0.01870750829876835
2015-01-14,5.415025833948636,5.489575501488083,5.30884876493223,5.313367366790772,-0.01795418369407225,-0.018117315600017805,0.014613574101128537
2015-01-15,5.331439878994112,5.394694681700348,5.195894944255158,5.335958480834961,0.0042517508172662645,0.004242737663518079,0.015306172017745626
2015-01-16,5.342735254924446,5.376621723175048,5.261407918558523,5.376621723175049,0.007620606960518362,0.007591716816087251,0.007620606960518196
2015-01-19,5.3540305188139765,5.3540305188139765,4.992577048902566,5.10101318359375,-0.05126054124160033,-0.05262106099710455,-0.00420174703079754
2015-01-20,5.11456784056446,5.263667181823479,5.11456784056446,5.20719051361084,0.02081494914747233,0.020601278042177224,0.03188660612618459
2015-01-21,5.216226159831048,5.331439965391678,5.198154563707622,5.256890296936035,0.009544452655474637,0.009499192130618384,0.02386113038423855
2015-01-22,5.261408246899669,5.579939475131505,5.261408246899669,5.5754218101501465,0.06059314446789323,0.05882832187565096,0.061452524201191426
2015-01-23,5.6206028977610485,5.7267799602997504,5.419544105168874,5.435357570648193,-0.025121729668410718,-0.025442666720777253,0.027147389973984387
2015-01-26,5.383398632172177,5.548312845579163,5.383398632172177,5.464725971221924,0.005403214083342845,0.005388669091740109,0.020781572042462594
2015-01-27,5.464725575326112,5.530239442598975,5.421803310780926,5.4827985763549805,0.003307138405151461,0.00330168185001512,0.011988427548253144
2015-01-28,5.453430840760623,6.006905908603701,5.41502577123504,5.873620510101318,0.07128146845149293,0.0688555659490375,0.09559120674412093
2015-01-29,5.873620874067306,6.004647214080189,5.810366067926311,5.96398401260376,0.015384634119115514,0.01526749058143232,0.02230765568758389
2015-01-30,6.210224290798603,6.210224290798603,5.729039350988619,5.753889083862305,-0.03522727899629827,-0.035862727658834775,0.04128788368219312
2015-02-02,5.783257079748152,5.805847277915023,5.579939204591724,5.715484142303467,-0.006674605818619383,-0.00669698061758797,0.009030100041108498
2015-02-03,5.78325674103518,5.817143207772865,5.656747608846266,5.774220943450928,0.010276784903087616,0.010224337768346897,0.01778660616289063
2015-02-04,5.783257538871913,5.851029544519284,5.6748213926584175,5.738075733184815,-0.0062597553193921305,-0.006279429735381423,0.013301985119823358
2015-02-05,5.805847122987618,5.805847122987618,5.557348389539753,5.6047892570495605,-0.023228427496072197,-0.023502459287339912,0.011810821772682958
2015-02-06,5.559608422684843,5.686116164471403,5.444394140630991,5.668044567108154,0.011285939070596248,0.011222728013048857,0.01451025251655117
2015-02-09,5.690634301107744,6.099528641764056,5.5121670999398615,5.80584716796875,0.024312194307763324,0.024021357405365228,0.07612573781790957
2015-02-10,5.8374748522633455,5.873620857316973,5.62286257457211,5.654489040374756,-0.026069946937123514,-0.026415792022181063,0.011673350570117454
2015-02-11,5.625120466623115,5.726780340087139,5.573162402334099,5.611566066741943,-0.0075909553146764515,-0.007619913254669087,0.012784762548163261
2015-02-12,5.58219801343168,5.683857414903172,5.568643614004331,5.609306812286377,-0.00040260676408254817,-0.00040268783194549973,0.012882562069379811
2015-02-13,5.668044778224233,5.668044778224233,5.579939763289009,5.647712707519531,0.006846816642126212,0.006823483637051968,0.010471519548404574
2015-02-16,5.64771189555393,5.665784896758535,5.539275762681476,5.598011493682861,-0.008800237620177858,-0.008839188397033234,0.0031999129868879954
2015-02-17,5.550570752086159,5.871361024780106,5.550570752086159,5.828438758850098,0.04116234227587145,0.040337725865952696,0.048829755245359756
2015-02-18,5.550570752086159,5.871361024780106,5.550570752086159,5.828438758850098,0.0,0.0,0.007364281878201769
2015-02-19,5.550570752086159,5.871361024780106,5.550570752086159,5.828438758850098,0.0,0.0,0.007364281878201769
2015-02-20,5.550570752086159,5.871361024780106,5.550570752086159,5.828438758850098,0.0,0.0,0.007364281878201769
2015-02-23,5.550570752086159,5.871361024780106,5.550570752086159,5.828438758850098,0.0,0.0,0.007364281878201769
2015-02-24,5.550570752086159,5.871361024780106,5.550570752086159,5.828438758850098,0.0,0.0,0.007364281878201769
2015-02-25,5.862325855486633,5.862325855486633,5.729039972970687,5.778738975524902,-0.008527117703643963,-0.008563681576484879,0.00581409499843846
2015-02-26,5.717743515764251,5.866843330118162,5.715484448967473,5.776479721069336,-0.0003909597691010417,-0.0003910362137967954,0.015246294211663581
2015-02-27,5.774221239145253,5.86232530743293,5.738075235424506,5.8465118408203125,0.012123667550591225,0.012050764536270851,0.014861228725598715
2015-03-02,5.846512091342501,6.298328722613512,5.846512091342501,6.187633514404297,0.05834618707214014,0.056707488867806535,0.07727973432613554
2015-03-03,6.201187881630438,6.325437489706749,6.06564247124724,6.296069622039795,0.017524649348263404,0.017372863444881398,0.02227086898111464
2015-03-05,7.393984281657556,7.619892823885314,7.206480810145753,7.427870750427246,0.17976312149178097,0.16531367382720888,0.21026184291409217
2015-03-06,7.353321260648456,7.714774749586334,7.231330719846643,7.590524673461914,0.02189778585273744,0.02166147293707211,0.03862533541561491
2015-03-09,7.793843174904194,8.189183141170982,7.4097980739384255,7.787065505981445,0.02589291794369363,0.02556337282587719,0.07886918144171316
2015-03-10,7.796101518226381,8.123668982167883,7.5001609862415854,8.001677513122559,0.02756006187135119,0.02718712005587304,0.04322597208510501
2015-03-11,7.929388125323167,8.80139446258545,7.680888436596491,8.80139446258545,0.0999436615823837,0.09525896174941509,0.0999436615823837
2015-03-12,8.80139446258545,8.80139446258545,8.80139446258545,8.80139446258545,0.0,0.0,0.0
2015-03-13,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,2.1670982262192664e-07,2.1670979904984326e-07,2.1670982262192664e-07
2015-03-16,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-17,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-18,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-19,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-20,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-23,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-24,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-25,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-26,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-27,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-30,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-03-31,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-01,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-02,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-03,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-07,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-08,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-09,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-10,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-16,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-17,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-20,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-21,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-22,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-23,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-24,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-27,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-28,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-29,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-04-30,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-04,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-06,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-07,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-08,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-11,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-12,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-13,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-14,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-15,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-18,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-19,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-20,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-21,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-22,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-25,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-26,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-27,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-28,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
2015-05-29,8.801396369934082,8.801396369934082,8.801396369934082,8.801396369934082,0.0,0.0,0.0
