Date,Open,High,Low,Close,return,log_return
2015-01-06,27.618106853562782,27.909781924790945,26.84007462449645,26.937366485595703,-0.0529895667463568,-0.05444516869344931
2015-01-07,26.937366485595707,27.131849951759413,26.499703494701254,26.937366485595703,0.0,0.0
2015-01-08,27.229040145874023,27.32633011030863,26.74288163367384,27.229040145874023,0.01082784616062182,0.010769644787805248
2015-01-09,27.81259022186622,27.90978182658869,27.374929124135008,27.520814895629883,0.010715572351898404,0.010658567471522412
2015-01-12,27.42362338739908,27.472219189931305,26.88877068306348,26.937366485595703,-0.02120025923094404,-0.021428212259327818
2015-01-13,26.88876908756667,27.569409159111853,26.84007303188911,27.472217559814453,0.01985535870794023,0.019660812052579465
2015-01-14,27.56940936640872,27.71529702248062,27.229040145874023,27.229040145874023,-0.008851757722541568,-0.00889116726477412
2015-01-15,27.423621966366436,27.56940936640872,27.13184854584583,27.229040145874023,0.0,0.0
2015-01-16,27.229040252180123,27.326330216994563,26.0621395111084,26.0621395111084,-0.042855004381872924,-0.043800388432994886
2015-01-19,26.548399478380706,26.59699528077585,26.15933418273925,26.159334182739254,0.003729343540250362,0.0037224067796561085
2015-01-20,26.256622865444044,27.229040145874023,26.256622865444044,27.229040145874023,0.040891941502111874,0.04007798165333869
2015-01-21,27.229040578334867,27.326330544314665,26.5483985992385,26.59699440002441,-0.02321219339585813,-0.023485839265048186
2015-01-22,26.35391514006365,26.59699440002441,25.77036639813113,26.59699440002441,0.0,0.0
2015-01-23,26.3539160127656,26.49970341995104,26.15933418273925,26.159334182739254,-0.016455250946879718,-0.01659214238829052
2015-01-26,26.15933425234137,26.54839954901801,26.15933425234137,26.25662422180176,0.003719132848828473,0.0037122339741847725
2015-01-27,26.451107773576464,26.64559124033872,26.305220109495988,26.35391616821289,0.003705424794492221,0.0036985766197560727
2015-01-28,26.35391514006365,26.98596131837411,26.35391514006365,26.59699440002441,0.009223609510631735,0.009181331794349698
2015-01-29,26.5483985992385,26.74288205841335,26.451106741635478,26.59699440002441,0.0,0.0
2015-01-30,26.791477859199254,26.98596131837411,26.59699440002441,26.59699440002441,0.0,0.0
2015-02-02,26.84007328494854,26.98596094129899,26.64558982849121,26.64558982849121,0.0018271022558381945,0.0018254351348697226
2015-02-03,26.64559020081032,27.083251284353903,26.59699440002441,26.59699440002441,-0.0018237700414812739,-0.0018254351348696441
2015-02-04,26.98596154134187,27.37492846290535,26.888769938967013,27.034557342529297,0.016451593586998867,0.016317732280449547
2015-02-05,26.88876943174467,27.03455683255686,26.74288177490234,26.742881774902344,-0.01078898995575951,-0.010847613145865926
2015-02-06,26.74288205841335,26.888769716802287,26.499702542421385,26.59699440002441,-0.005455185275314855,-0.005470119134583596
2015-02-09,26.256622967953685,26.451106424798976,26.0621395111084,26.0621395111084,-0.020109598884433394,-0.02031454916794668
2015-02-10,26.06213981027196,26.402510927665787,25.9162540435791,25.9162540435791,-0.005597601358365705,-0.0056133266388724914
2015-02-11,26.01354505116754,26.256624320740517,25.478692344902164,25.673175811767575,-0.009379373708977474,-0.009423637026783269
2015-02-12,25.81896158333348,25.867657638989566,25.47869072991374,25.527286529541016,-0.005682556895033182,-0.005698764049347057
2015-02-13,25.673174184451653,25.770365783706204,25.527286529541016,25.527286529541016,0.0,0.0
2015-02-16,25.673174184451653,25.770365783706204,25.527286529541016,25.527286529541016,0.0,0.0
2015-02-17,25.673174184451653,25.770365783706204,25.527286529541016,25.527286529541016,0.0,0.0
2015-02-18,25.673174184451653,25.770365783706204,25.527286529541016,25.527286529541016,0.0,0.0
2015-02-19,25.673174184451653,25.770365783706204,25.527286529541016,25.527286529541016,0.0,0.0
2015-02-20,25.673174184451653,25.770365783706204,25.527286529541016,25.527286529541016,0.0,0.0
2015-02-23,25.673174184451653,25.770365783706204,25.527286529541016,25.527286529541016,0.0,0.0
2015-02-24,25.721770495979165,26.06213972057837,25.673174695384763,25.81896209716797,0.011426031015455425,0.011361246939277737
2015-02-25,25.818961889652496,26.256622967953685,25.770366089448675,26.0621395111084,0.009418558849315764,0.00937448077572523
2015-02-26,26.110736922217857,26.30521848534906,26.062139230913303,26.208026885986328,0.005597674543018561,0.005582065784284271
2015-02-27,26.110736922217857,26.30521848534906,26.062139230913303,26.208026885986328,0.0,0.0
2015-03-02,26.256623647242645,26.402511307658397,25.867658615112305,25.867658615112305,-0.012987176499579275,-0.013072247231413897
2015-03-03,25.867658242817456,26.208027468588053,25.867658242817456,25.9162540435791,0.0018786172026565497,0.0018768548082572828
2015-03-05,25.867658242817456,26.11073750265684,25.818962186024656,25.9162540435791,0.0,0.0
2015-03-06,26.013543935321017,26.645590111513304,25.916253969667267,26.49970245361328,0.022512837273978348,0.022263163647186005
2015-03-09,26.353915357809218,27.423622628501565,26.353915357809218,27.034557342529297,0.020183429978214235,0.019982444440082722
2015-03-10,27.18044506887724,27.18044506887724,26.451107025146488,26.451107025146484,-0.021581648628104598,-0.021817938272508823
2015-03-11,26.11073844981693,26.596995351542457,26.062140755669187,26.25662422180176,-0.007352539277839392,-0.007379702422046446
2015-03-12,26.49970245361328,26.69418591213636,26.35391505174412,26.49970245361328,0.009257786902007145,0.009215196254472506
2015-03-13,26.645591083171,26.645591083171,26.15933418273925,26.159334182739254,-0.012844229910499133,-0.012927430228657331
2015-03-16,26.159333213390397,26.256623178986786,25.770366296573563,25.81896209716797,-0.013011496515682484,-0.013096887555381232
2015-03-17,25.86765890226962,26.062140474682103,25.67317543823386,25.72177124023437,-0.003764320833960168,-0.0037714237202620985
2015-03-18,25.818963053904184,26.25662415194078,25.818963053904184,26.159334182739254,0.01701138457449775,0.016868311275643307
2015-03-19,26.45110614042208,26.548397995813737,26.159332721899226,26.208026885986328,0.0018613892428195986,0.0018596590046281217
2015-03-20,26.35391600333797,26.985962202352347,26.35391600333797,26.84007453918457,0.02411656764348803,0.02383035572788078
2015-03-23,27.22904030968464,27.81258904585968,26.98596105212217,27.423622131347656,0.0217416531877044,0.02150867429524311
2015-03-24,27.27773562778924,27.666702558748053,27.08325216230984,27.520814895629883,0.0035441257109186364,0.003537860097109108
2015-03-25,27.71529837053344,27.71529837053344,26.84007453918457,26.84007453918457,-0.02473547236980288,-0.02504653439235233
2015-03-26,26.35391458432049,27.13184840461505,26.35391458432049,26.888769149780277,0.0018142501998128233,0.0018126064357516503
2015-03-27,27.131848709071736,27.66670138891012,27.131848709071736,27.423622131347656,0.01989131516537825,0.0196960678594916
2015-03-30,27.618106470734897,27.715298074452125,26.742882648736007,26.9859619140625,-0.015959241824035762,-0.01608796187717307
2015-03-31,27.32633152629982,27.42362338739908,26.937366485595707,26.937366485595703,-0.001800766955113562,-0.0018023902850455296
2015-04-01,26.93736516332547,27.715297098170776,26.791477506855152,27.326330184936523,0.014439559247516345,0.014336301621345901
2015-04-02,27.90978174808036,28.444636340652828,27.86118594585582,28.10426521301269,0.028468331561952668,0.02807063873935599
2015-04-03,27.90978174808036,28.444636340652828,27.86118594585582,28.10426521301269,0.0,0.0
2015-04-07,28.4933293481552,28.88229626219637,28.055668269459527,28.68781280517578,0.02076366657303313,0.020551039884258538
2015-04-08,28.39603842880459,28.49333028854092,28.00707339354934,28.347442626953125,-0.011864626297381846,-0.011935572702737022
2015-04-09,28.29884549547235,28.7850040032115,28.055667877197266,28.055667877197266,-0.010292806783157084,-0.010346144027857229
2015-04-10,28.10426433340149,28.298846156654665,27.66670161500717,27.86118507385254,-0.006932032564542719,-0.006956170717936417
2015-04-16,28.201556573214663,28.83370112343318,28.007073111732367,28.49333000183105,0.022689089724750228,0.02243552066375382
2015-04-17,28.68781280517578,29.02818391896933,28.201555926232487,28.68781280517578,0.006825555431121325,0.006802366784776962
2015-04-20,28.63911791396188,28.88229743715293,28.007073608563616,28.10426521301269,-0.02034130646787431,-0.02055103988425864
2015-04-21,28.20155725205391,28.34744302406209,26.353916087104583,26.937366485595703,-0.041520342858019185,-0.04240694036070181
2015-04-22,26.98596103228613,27.131848689128457,26.451106461217684,26.742881774902344,-0.007219885833953246,-0.007246075342659284
2015-04-23,26.742882433459933,26.937365895362248,26.402511311122726,26.548398971557617,-0.00727232034983024,-0.007298892577678449
2015-04-24,26.8400733754438,26.88876943174467,26.59699411806001,26.742881774902344,0.007325594419199588,0.007298892577678491
2015-04-27,26.84007462449645,26.937366485595707,26.06214075984162,26.937366485595703,0.007272391671561715,0.0072460753426593335
2015-04-28,26.9373652320154,27.22904028966992,26.74288177490234,26.742881774902344,-0.007219885833953246,-0.007246075342659284
2015-04-29,26.742882634869407,26.93736609823644,26.256623848435137,26.305219650268555,-0.016365555825944164,-0.016500950776152115
2015-04-30,26.45110609413732,26.93736485818688,26.402510294540985,26.79147720336914,0.018485211663899628,0.018316436858054144
2015-05-04,26.84007394766525,27.083251574640435,26.451107025146488,26.451107025146484,-0.01270441997800156,-0.012785811208544835
2015-05-06,26.353914860676223,27.03455683255686,26.305218804375357,26.742881774902344,0.011030719790989298,0.010970325126642904
2015-05-07,26.742882345051697,26.888770005004304,26.40251122383971,26.451107025146484,-0.010910370550629442,-0.010970325126642897
