sector,industry,symbol,ticker,bb_name
Industrials,Electrical Equipment & Parts,ABBN.SW,ABBN.SW,ABBN_SW
Basic Materials,Building Materials,ABC.AX,ABC.AX,ABC_AU
,,ABSOF,ABSOF,ABS_PM
Basic Materials,Building Materials,ACC.NS,ACC.NS,ACC_IN
Basic Materials,Building Materials,AMBUJACEM.NS,AMBUJACEM.NS,ACEM_IN
Consumer Cyclical,Specialty Retail,ACES.JK,ACES.JK,ACES_IJ
Consumer Defensive,Grocery Stores,AD.AS,AD.AS,AD_NA
Utilities,Utilities—Independent Power Producers,ADANIPOWER.NS,ADANIPOWER.NS,ADANI_IN
Utilities,Utilities—Regulated Electric,ADANITRANS.NS,ADANITRANS.NS,ADANIT_IN
Financial Services,Credit Services,ADMF.JK,ADMF.JK,ADMF_IJ
Energy,Thermal Coal,ADRO.JK,ADRO.JK,ADRO_IJ
Utilities,Utilities—Diversified,AES,AES,AES_US
Energy,Oil & Gas Refining & Marketing,ALD.AX,ALD.AX,ALD_AU
Basic Materials,Paper & Paper Products,ALDO.JK,ALDO.JK,ALDO_IJ
Technology,Information Technology Services,AMS.MC,AMS.MC,AMS_SM
Industrials,Industrial Distribution,ANDR.VI,ANDR.VI,ANDR_AV
Basic Materials,Specialty Chemicals,ASIANPAINT.NS,ASIANPAINT.NS,APNT_IN
Industrials,Pollution & Treatment Controls,AQUA,AQUA,AQUA_US
Consumer Cyclical,Packaging & Containers,ARD,ARD,ARD_US
,,ASTERDM.BO,ASTERDM.BO,ASTERDM_IN
Technology,Information Technology Services,ATO.VI,ATO.VI,ATO_FP
Consumer Defensive,Packaged Foods,ATRAV.HE,ATRAV.HE,ATRAV_FH
Industrials,Engineering & Construction,5GJ.SI,5GJ.SI,AUSG_SP
Technology,Electronics & Computer Distribution,AVT,AVT,AVT_US
Utilities,Utilities—Renewable,AZRE,AZRE,AZRE_US
Consumer Defensive,Food Distribution,B4B.DE,B4B.DE,B4B_GR
Financial Services,Credit Services,BAJFINANCE.NS,BAJFINANCE.NS,BAF_IN
Industrials,Aerospace & Defense,BBD-B.TO,BBD-B.TO,BBD/B_CN
Consumer Defensive,Household & Personal Products,BEI.DE,BEI.DE,BEI_GR
Financial Services,Credit Services,BFIN.JK,BFIN.JK,BFIN_IJ
Financial Services,Asset Management,BAJAJHLDNG.NS,BAJAJHLDNG.NS,BJHI_IN
Consumer Cyclical,Packaging & Containers,BLL,BLL,BLL_US
Communication Services,Entertainment,BMTR.JK,BMTR.JK,BMTR_IJ
Energy,Oil & Gas Integrated,BP.L,BP.L,BP/_LN
,,BPCL.BO,BPCL.BO,BPCL_IN
Consumer Defensive,Packaged Foods,BRFS3.SA,BRFS3.SA,BRFS3_BZ
Basic Materials,Specialty Chemicals,BERGEPAINT.NS,BERGEPAINT.NS,BRGR_IN
Financial Services,Insurance—Diversified,BRK-A,BRK-A,BRK/A_US
Consumer Cyclical,Packaging & Containers,BRNA.JK,BRNA.JK,BRNA_IJ
Basic Materials,Chemicals,BRPT.JK,BRPT.JK,BRPT_IJ
Technology,Software—Application,BTBT,BTBT,BTBT_US
Communication Services,Telecom Services,BTEL.JK,BTEL.JK,BTEL_IJ
Energy,Thermal Coal,BUMI.JK,BUMI.JK,BUMI_IJ
Financial Services,Capital Markets,CAMS.NS,CAMS.NS,CAMS_IN
Industrials,Electrical Equipment & Parts,CAPC,CAPC,CAPC_US
Financial Services,Capital Markets,CDSL.NS,CDSL.NS,CDSL_IN
,,CESC.BO,CESC.BO,CESC_IN
Real Estate,REIT—Office,CGR.PA,CGR.PA,CGR_FP
Industrials,Engineering & Construction,CIM.AX,CIM.AX,CIM_AU
Communication Services,Entertainment,CMGR,CMGR,CMGR_US
Industrials,Infrastructure Operations,CMNP.JK,CMNP.JK,CMNP_IJ
Consumer Defensive,Grocery Stores,CO.PA,CO.PA,CO_FP
Energy,Thermal Coal,COALINDIA.NS,COALINDIA.NS,COAL_IN
Real Estate,REIT—Diversified,COV.PA,COV.PA,COV_FP
Healthcare,Diagnostics & Research,CSTL,CSTL,CST_US
Industrials,Specialty Business Services,CVEO,CVEO,CVEO_US
Energy,Oil & Gas Integrated,CVX,CVX,CVX_US
Energy,Oil & Gas Refining & Marketing,DCC.L,DCC.L,DCC_LN
Industrials,Farm & Heavy Construction Machinery,DE,DE,DE_US
Consumer Defensive,Packaged Foods,DFMFOODS.NS,DFMFOODS.NS,DFMF_IN
,,DMART.BO,DMART.BO,DMART_IN
Healthcare,Medical Devices,EAR,EAR,EAR_US
Financial Services,Insurance Brokers,EHTH,EHTH,EHTH_US
Consumer Cyclical,Lodging,EIHOTEL.NS,EIHOTEL.NS,EIH_IN
Industrials,Engineering & Construction,EN.VI,EN.VI,EN_FP
Utilities,Utilities—Regulated Electric,ENELDXCH.SN,ENELDXCH.SN,ENELDXCH_CI
Consumer Cyclical,Specialty Retail,ERAA.JK,ERAA.JK,ERAA_IJ
Technology,Communication Equipment,ERIC-B.ST,ERIC-B.ST,ERICB_SS
Utilities,Utilities—Regulated Electric,EVRG,EVRG,EVRG_US
Financial Services,Insurance Brokers,FANH,FANH,FANH_US
Consumer Defensive,Farm Products,FAPA.JK,FAPA.JK,FAPA_IJ
Consumer Cyclical,Packaging & Containers,FASW.JK,FASW.JK,FASW_IJ
Utilities,Utilities—Diversified,FE,FE,FE_US
Financial Services,Credit Services,FINV,FINV,FINV_US
,,FORTIS.BO,FORTIS.BO,FORTIS_IN
,,GAEL.BO,GAEL.BO,GAEX_IN
Technology,Software—Application,GBG.L,GBG.L,GBG_LN
Consumer Cyclical,Lodging,GHG,GHG,GHG_US
Consumer Cyclical,Auto Manufacturers,GM,GM,GM_US
Communication Services,Internet Content & Information,GOOGL,GOOGL,GOOGL_US
Financial Services,Asset Management,HABITAT.SN,HABITAT.SN,HABITAT_CI
Healthcare,Medical Care Facilities,HEAL.JK,HEAL.JK,HEAL_IJ
Consumer Defensive,Household & Personal Products,HEN3.DE,HEN3.DE,HEN3_GR
Industrials,Engineering & Construction,HOT.DE,HOT.DE,HOT_GR
Consumer Cyclical,Lodging,HOTL.JK,HOTL.JK,HOTL_IJ
,,HINDPETRO.BO,HINDPETRO.BO,HPCL_IN
Energy,Thermal Coal,HRUM.JK,HRUM.JK,HRUM_IJ
Consumer Cyclical,Lodging,HTHT,HTHT,HTHT_US
,,HUDCO.BO,HUDCO.BO,HUDCO_IN
Technology,Information Technology Services,IBM,IBM,IBM_US
Consumer Defensive,Packaged Foods,ICBP.JK,ICBP.JK,ICBP_IJ
Utilities,Utilities—Regulated Electric,IDA,IDA,IDA_US
,,INDHOTEL.BO,INDHOTEL.BO,IH_IN
Basic Materials,Specialty Chemicals,INCF.JK,INCF.JK,INCF_IJ
Consumer Defensive,Packaged Foods,INDF.JK,INDF.JK,INDF_IJ
Consumer Cyclical,Textile Manufacturing,INDR.JK,INDR.JK,INDR_IJ
,,INEOSSTYRO.BO,INEOSSTYRO.BO,INEOS_IN
,,INOXLEISUR.BO,INOXLEISUR.BO,INOL_IN
Consumer Cyclical,Lodging,INPP.JK,INPP.JK,INPP_IJ
,,IOC.BO,IOC.BO,IOCL_IN
Communication Services,Telecom Services,ISAT.JK,ISAT.JK,ISAT_IJ
Energy,Thermal Coal,ITMG.JK,ITMG.JK,ITMG_IJ
Consumer Cyclical,Apparel Retail,ITX.MC,ITX.MC,ITX_SM
Consumer Defensive,Beverages—Non-Alcoholic,KO,KO,K0_US
Healthcare,Drug Manufacturers—Specialty & Generic,KAEF.JK,KAEF.JK,KAEF_IJ
Industrials,Building Products & Equipment,KIAS.JK,KIAS.JK,KIAS_IJ
Industrials,Consulting Services,5MZ.SI,5MZ.SI,KMEN_SP
Industrials,Building Products & Equipment,KOIN.JK,KOIN.JK,KOIN_IJ
Utilities,Utilities—Diversified,LEC.F,LEC.F,LEC_GR
Industrials,Airlines,LHA.DE,LHA.DE,LHA_GR
Real Estate,Real Estate—Development,LPKR.JK,LPKR.JK,LPKR_IJ
Technology,Semiconductor Equipment & Materials,LRCX,LRCX,LRTX_US
Financial Services,Credit Services,LX,LX,LX_US
Basic Materials,Specialty Chemicals,LYB,LYB,LYB_US
,,MHRIL.BO,MHRIL.BO,MHRL_IN
Real Estate,Real Estate Services,MKPI.JK,MKPI.JK,MKPI_IJ
Consumer Cyclical,Department Stores,MKS.L,MKS.L,MKS_LN
Financial Services,Credit Services,M&MFIN.NS,M&MFIN.NS,MMFS_IN
Consumer Defensive,Grocery Stores,MRW.L,MRW.L,MRW_LN
Technology,Semiconductors,MTSI,MTSI,MTSI_US
Consumer Defensive,Packaged Foods,NESN.SW,NESN.SW,NESN_SW
Technology,Communication Equipment,NOKIA.HE,NOKIA.HE,NOKIA_FH
Energy,Oil & Gas Equipment & Services,NOV,NOV,NOV_US
Real Estate,Real Estate Services,NTP,NTP,NTP_US
Industrials,Specialty Industrial Machinery,OERL.SW,OERL.SW,OERL_SW
,,OFSS.BO,OFSS.BO,OFSS_IN
Energy,Oil & Gas E&P,OKEA.OL,OKEA.OL,OKEA_NO
Industrials,Airports & Air Services,OMAB.MX,OMAB.MX,OMAB_MM
Consumer Defensive,Household & Personal Products,OR.VI,OR.VI,OR_FP
Energy,Oil & Gas E&P,OSH.AX,OSH.AX,OSH_AU
Utilities,Utilities—Regulated Electric,PCG,PCG,PCG_US
Energy,Oil & Gas Refining & Marketing,PKI.TO,PKI.TO,PKI_CN
Utilities,Utilities—Regulated Electric,POWR.JK,POWR.JK,POWR_IJ
Financial Services,Asset Management,PROVIDA.SN,PROVIDA.SN,PROVIDA_CI
Energy,Thermal Coal,PTBA.JK,PTBA.JK,PTBA_IJ
Industrials,Engineering & Construction,PTPP.JK,PTPP.JK,PTPP_IJ
Industrials,Airlines,QAN.AX,QAN.AX,QAN_AU
,,QFIN,QFIN,QFIN_US
Consumer Cyclical,Restaurants,QSP-UN.TO,QSP-UN.TO,QSP-U_CN
,,5272.KL,5272.KL,RAHH_MK
Consumer Defensive,Household & Personal Products,RB.L,RB.L,RB/_LN
Industrials,Infrastructure Operations,RE.PA,RE.PA,RE_FP
Basic Materials,Other Industrial Metals & Mining,RIO.L,RIO.L,RIO_LN
Basic Materials,Chemicals,2010.SR,2010.SR,SABIC_AB
Technology,Information Technology Services,SABR,SABR,SABR_US
Energy,Oil & Gas Equipment & Services,SBMO.AS,SBMO.AS,SBMO_NA
Industrials,Specialty Industrial Machinery,SGRE.MC,SGRE.MC,SGRE_SM
Consumer Cyclical,Lodging,SHOT.ST,SHOT.ST,SHOT_SL
Industrials,Specialty Industrial Machinery,SIE.DE,SIE.DE,SIE_GR
Consumer Defensive,Packaged Foods,SKBM.JK,SKBM.JK,SKBM_IJ
Energy,Oil & Gas Equipment & Services,SLB,SLB,SLB_US
Consumer Cyclical,Packaging & Containers,SLGN,SLGN,SLGN_US
Financial Services,Asset Management,SRTG.JK,SRTG.JK,SRTG_IJ
Communication Services,Telecom Services,Z74.SI,Z74.SI,ST_SP
,,STE.SI,STE.SI,STE_SP
Energy,Oil & Gas E&P,STO.AX,STO.AX,STO_AU
Industrials,Specialty Business Services,SW.VI,SW.VI,SW_FP
Technology,Software—Application,TEMN.SW,TEMN.SW,TEMN_SW
Consumer Defensive,Beverages—Wineries & Distilleries,Y92.SI,Y92.SI,THBEV_SP
Basic Materials,Specialty Chemicals,TPIA.JK,TPIA.JK,TPIA_IJ
Industrials,Marine Shipping,TRAM.JK,TRAM.JK,TRAM_IJ
Consumer Defensive,Grocery Stores,TSCO.L,TSCO.L,TSCO_LN
Industrials,Specialty Industrial Machinery,VALMT.HE,VALMT.HE,VALMT_FH
Energy,Oil & Gas Equipment & Services,WOR.AX,WOR.AX,WOR_AU
Utilities,Utilities—Renewable,ACE.BK,ACE.BK,ACE_TB
Communication Services,Telecom Services,ADVANC.BK,ADVANC.BK,ADVANC_TB
Financial Services,Credit Services,AEONTS.BK,AEONTS.BK,AEONTS_TB
Real Estate,Real Estate—Development,AMATA.BK,AMATA.BK,AMATA_TB
Industrials,Airports & Air Services,AOT.BK,AOT.BK,AOT_TB
Real Estate,Real Estate—Development,AP.BK,AP.BK,AP_TB
Consumer Cyclical,Lodging,AWC.BK,AWC.BK,AWC_TB
Financial Services,Asset Management,BAM.BK,BAM.BK,BAM_TB
Energy,Thermal Coal,BANPU.BK,BANPU.BK,BANPU_TB
Financial Services,Banks—Regional,BBL.BK,BBL.BK,BBL_TB
Healthcare,Medical Care Facilities,BCH.BK,BCH.BK,BCH_TB
Energy,Oil & Gas Refining & Marketing,BCP.BK,BCP.BK,BCP_TB
Utilities,Utilities—Renewable,BCPG.BK,BCPG.BK,BCPG_TB
Healthcare,Medical Care Facilities,BDMS.BK,BDMS.BK,BDMS_TB
Communication Services,Broadcasting,BEC.BK,BEC.BK,BEC_TB
Industrials,Railroads,BEM.BK,BEM.BK,BEM_TB
Utilities,Utilities—Independent Power Producers,BGRIM.BK,BGRIM.BK,BGRIM_TB
Healthcare,Medical Care Facilities,BH.BK,BH.BK,BH_TB
Industrials,Conglomerates,BJC.BK,BJC.BK,BJC_TB
Utilities,Utilities—Independent Power Producers,BPP.BK,BPP.BK,BPP_TB
Industrials,Railroads,BTS.BK,BTS.BK,BTS_TB
Consumer Defensive,Beverages—Non-Alcoholic,CBG.BK,CBG.BK,CBG_TB
Consumer Cyclical,Resorts & Casinos,CENTEL.BK,CENTEL.BK,CENTEL_TB
Healthcare,Medical Care Facilities,CHG.BK,CHG.BK,CHG_TB
Industrials,Engineering & Construction,CK.BK,CK.BK,CK_TB
Utilities,Utilities—Renewable,CKP.BK,CKP.BK,CKP_TB
Technology,Electronics & Computer Distribution,COM7.BK,COM7.BK,COM7_TB
Consumer Defensive,Grocery Stores,CPALL.BK,CPALL.BK,CPALL_TB
Consumer Defensive,Farm Products,CPF.BK,CPF.BK,CPF_TB
Real Estate,Real Estate—Diversified,CPN.BK,CPN.BK,CPN_TB
Consumer Cyclical,Department Stores,CRC.BK,CRC.BK,CRC_TB
Industrials,Electrical Equipment & Parts,DELTA.BK,DELTA.BK,DELTA_TB
Consumer Cyclical,Home Improvement Retail,DOHOME.BK,DOHOME.BK,DOHOME_TB
Communication Services,Telecom Services,DTAC.BK,DTAC.BK,DTAC_TB
Utilities,Utilities—Renewable,EA.BK,EA.BK,EA_TB
Utilities,Utilities—Independent Power Producers,EGCO.BK,EGCO.BK,EGCO_TB
Basic Materials,Specialty Chemicals,EPG.BK,EPG.BK,EPG_TB
Energy,Oil & Gas Refining & Marketing,ESSO.BK,ESSO.BK,ESSO_TB
Consumer Defensive,Packaged Foods,GFPT.BK,GFPT.BK,GFPT_TB
Consumer Cyclical,Home Improvement Retail,GLOBAL.BK,GLOBAL.BK,GLOBAL_TB
Utilities,Utilities—Regulated Electric,GPSC.BK,GPSC.BK,GPSC_TB
Utilities,Utilities—Renewable,GULF.BK,GULF.BK,GULF_TB
Industrials,Electrical Equipment & Parts,GUNKUL.BK,GUNKUL.BK,GUNKUL_TB
Technology,Electronic Components,HANA.BK,HANA.BK,HANA_TB
Consumer Cyclical,Home Improvement Retail,HMPRO.BK,HMPRO.BK,HMPRO_TB
Communication Services,Telecom Services,INTUCH.BK,INTUCH.BK,INTUCH_TB
Energy,Oil & Gas Refining & Marketing,IRPC.BK,IRPC.BK,IRPC_TB
Basic Materials,Chemicals,IVL.BK,IVL.BK,IVL_TB
Communication Services,Telecom Services,JAS.BK,JAS.BK,JAS_TB
Consumer Cyclical,Specialty Retail,JMART.BK,JMART.BK,JMART_TB
Financial Services,Credit Services,JMT.BK,JMT.BK,JMT_TB
Financial Services,Banks—Regional,KBANK.BK,KBANK.BK,KBANK_TB
Technology,Electronic Components,KCE.BK,KCE.BK,KCE_TB
Financial Services,Banks—Regional,KKP.BK,KKP.BK,KKP_TB
Financial Services,Banks—Regional,KTB.BK,KTB.BK,KTB_TB
Financial Services,Credit Services,KTC.BK,KTC.BK,KTC_TB
Real Estate,Real Estate—Diversified,LH.BK,LH.BK,LH_TB
Communication Services,Entertainment,MAJOR.BK,MAJOR.BK,MAJOR_TB
Real Estate,Real Estate Services,MBK.BK,MBK.BK,MBK_TB
Healthcare,Drug Manufacturers—Specialty & Generic,MEGA.BK,MEGA.BK,MEGA_TB
Consumer Cyclical,Lodging,MINT.BK,MINT.BK,MINT_TB
Financial Services,Credit Services,MTC.BK,MTC.BK,MTC_TB
Real Estate,Real Estate—Development,ORI.BK,ORI.BK,ORI_TB
Consumer Defensive,Beverages—Non-Alcoholic,OSP.BK,OSP.BK,OSP_TB
Communication Services,Advertising Agencies,PLANB.BK,PLANB.BK,PLANB_TB
Energy,Oil & Gas Midstream,PRM.BK,PRM.BK,PRM_TB
Consumer Cyclical,Specialty Retail,PTG.BK,PTG.BK,PTG_TB
Energy,Oil & Gas Integrated,PTT.BK,PTT.BK,PTT_TB
Energy,Oil & Gas E&P,PTTEP.BK,PTTEP.BK,PTTEP_TB
Basic Materials,Chemicals,PTTGC.BK,PTTGC.BK,PTTGC_TB
Real Estate,Real Estate—Diversified,QH.BK,QH.BK,QH_TB
Utilities,Utilities—Regulated Electric,RATCH.BK,RATCH.BK,RATCH_TB
Consumer Defensive,Packaged Foods,RBF.BK,RBF.BK,RBF_TB
Communication Services,Entertainment,RS.BK,RS.BK,RS_TB
Financial Services,Credit Services,SAWAD.BK,SAWAD.BK,SAWAD_TB
Financial Services,Banks—Regional,SCB.BK,SCB.BK,SCB_TB
Basic Materials,Specialty Chemicals,SCC.BK,SCC.BK,SCC_TB
Consumer Cyclical,Packaging & Containers,SCGP.BK,SCGP.BK,SCGP_TB
Real Estate,Real Estate—Development,SPALI.BK,SPALI.BK,SPALI_TB
Energy,Oil & Gas Refining & Marketing,SPRC.BK,SPRC.BK,SPRC_TB
Consumer Cyclical,Auto Parts,STA.BK,STA.BK,STA_TB
Industrials,Engineering & Construction,STEC.BK,STEC.BK,STEC_TB
Utilities,Utilities—Renewable,SUPER.BK,SUPER.BK,SUPER_TB
Basic Materials,Building Materials,TASCO.BK,TASCO.BK,TASCO_TB
Financial Services,Financial Conglomerates,TCAP.BK,TCAP.BK,TCAP_TB
Financial Services,Credit Services,THANI.BK,THANI.BK,THANI_TB
Financial Services,Banks—Regional,TISCO.BK,TISCO.BK,TISCO_TB
Consumer Defensive,Packaged Foods,TKN.BK,TKN.BK,TKN_TB
Financial Services,Banks—Regional,TMB.BK,TMB.BK,TMB_TB
Basic Materials,Specialty Chemicals,TOA.BK,TOA.BK,TOA_TB
Energy,Oil & Gas Refining & Marketing,TOP.BK,TOP.BK,TOP_TB
Utilities,Utilities—Renewable,TPIPP.BK,TPIPP.BK,TPIPP_TB
Financial Services,Insurance Brokers,TQM.BK,TQM.BK,TQM_TB
Communication Services,Telecom Services,TRUE.BK,TRUE.BK,TRUE_TB
Utilities,Utilities—Regulated Water,TTW.BK,TTW.BK,TTW_TB
Consumer Defensive,Packaged Foods,TU.BK,TU.BK,TU_TB
Consumer Defensive,Packaged Foods,TVO.BK,TVO.BK,TVO_TB
Communication Services,Advertising Agencies,VGI.BK,VGI.BK,VGI_TB
Real Estate,Real Estate Services,WHA.BK,WHA.BK,WHA_TB
Utilities,Utilities—Regulated Water,WHAUP.BK,WHAUP.BK,WHAUP_TB
Financial Services,Banks—Regional,BAY.BK,BAY.BK,BAY_TB
Financial Services,Insurance—Property & Casualty,BKI.BK,BKI.BK,BKI_TB
Financial Services,Insurance—Life,BLA.BK,BLA.BK,BLA_TB
Financial Services,Banks—Regional,CIMBT.BK,CIMBT.BK,CIMBT_TB
Technology,Electronics & Computer Distribution,CSS.BK,CSS.BK,CSS_TB
Utilities,Utilities—Regulated Water,EASTW.BK,EASTW.BK,EASTW_TB
Consumer Cyclical,Auto Parts,FPI.BK,FPI.BK,FPI_TB
Real Estate,Real Estate—Development,FPT.BK,FPT.BK,FPT_TB
Communication Services,Entertainment,GRAMMY.BK,GRAMMY.BK,GRAMMY_TB
Consumer Cyclical,Auto Parts,IRC.BK,IRC.BK,IRC_TB
Real Estate,REIT—Diversified,LHSC.BK,LHSC.BK,LHSC_TB
Consumer Cyclical,Restaurants,M.BK,M.BK,M_TB
Consumer Cyclical,Department Stores,MAKRO.BK,MAKRO.BK,MAKRO_TB
Communication Services,Broadcasting,MCOT.BK,MCOT.BK,MCOT_TB
Consumer Defensive,Packaged Foods,PRG.BK,PRG.BK,PRG_TB
Industrials,Waste Management,PRO.BK,PRO.BK,PRO_TB
Healthcare,Medical Care Facilities,RAM.BK,RAM.BK,RAM_TB
Real Estate,Real Estate—Development,SA.BK,SA.BK,SA_TB
Consumer Cyclical,Restaurants,SNP.BK,SNP.BK,SNP_TB
Utilities,Utilities—Renewable,SPCG.BK,SPCG.BK,SPCG_TB
Real Estate,Real Estate Services,SPI.BK,SPI.BK,SPI_TB
Consumer Defensive,Food Distribution,SSF.BK,SSF.BK,SSF_TB
Healthcare,Medical Care Facilities,SVH.BK,SVH.BK,SVH_TB
Consumer Defensive,Farm Products,TFG.BK,TFG.BK,TFG_TB
Consumer Defensive,Packaged Foods,TFMAMA.BK,TFMAMA.BK,TFMAMA_TB
Industrials,Airlines,THAI.BK,THAI.BK,THAI_TB
Consumer Cyclical,Packaging & Containers,TPAC.BK,TPAC.BK,TPAC_TB
Industrials,Engineering & Construction,TRC.BK,TRC.BK,TRC_TB
Healthcare,Medical Care Facilities,VIBHA.BK,VIBHA.BK,VIBHA_TB
Communication Services,Broadcasting,WAVE.BK,WAVE.BK,WAVE_TB
Financial Services,Financial Conglomerates,TCAP.BK,TCAP.BK,TCAP_TB
Industrials,Airlines,AAV.BK,AAV.BK,AAV_TB
Consumer Cyclical,Auto Parts,AH.BK,AH.BK,AH_TB
Technology,Electronic Components,AI.BK,AI.BK,AI_TB
Technology,Information Technology Services,AIT.BK,AIT.BK,AIT_TB
Consumer Cyclical,Packaging & Containers,AJ.BK,AJ.BK,AJ_TB
Technology,Communication Equipment,ALT.BK,ALT.BK,ALT_TB
Financial Services,Credit Services,AMANAH.BK,AMANAH.BK,AMANAH_TB
Real Estate,Real Estate—Development,ANAN.BK,ANAN.BK,ANAN_TB
Consumer Defensive,Packaged Foods,ASIAN.BK,ASIAN.BK,ASIAN_TB
Financial Services,Credit Services,ASK.BK,ASK.BK,ASK_TB
Financial Services,Capital Markets,ASP.BK,ASP.BK,ASP_TB
Industrials,Airlines,BA.BK,BA.BK,BA_TB
Industrials,Airports & Air Services,BAFS.BK,BAFS.BK,BAFS_TB
Consumer Defensive,Household & Personal Products,BEAUTY.BK,BEAUTY.BK,BEAUTY_TB
Consumer Cyclical,Packaging & Containers,BGC.BK,BGC.BK,BGC_TB
Industrials,Engineering & Construction,BJCHI.BK,BJCHI.BK,BJCHI_TB
Consumer Defensive,Household & Personal Products,DDD.BK,DDD.BK,DDD_TB
Industrials,Building Products & Equipment,DRT.BK,DRT.BK,DRT_TB
Healthcare,Medical Care Facilities,EKH.BK,EKH.BK,EKH_TB
Utilities,Utilities—Renewable,EP.BK,EP.BK,EP_TB
Consumer Cyclical,Lodging,ERW.BK,ERW.BK,ERW_TB
Basic Materials,Chemicals,GGC.BK,GGC.BK,GGC_TB
Consumer Cyclical,Auto Parts,HFT.BK,HFT.BK,HFT_TB
Consumer Defensive,Beverages—Non-Alcoholic,HTC.BK,HTC.BK,HTC_TB
Technology,Software—Application,HUMAN.BK,HUMAN.BK,HUMAN_TB
Consumer Defensive,Beverages—Non-Alcoholic,ICHI.BK,ICHI.BK,ICHI_TB
Industrials,Integrated Freight & Logistics,III.BK,III.BK,III_TB
Technology,Communication Equipment,ILINK.BK,ILINK.BK,ILINK_TB
Consumer Cyclical,"Furnishings, Fixtures & Appliances",ILM.BK,ILM.BK,ILM_TB
Industrials,Engineering & Construction,ITD.BK,ITD.BK,ITD_TB
Real Estate,Real Estate—Development,JCK.BK,JCK.BK,JCK_TB
Communication Services,Broadcasting,JKN.BK,JKN.BK,JKN_TB
Industrials,Integrated Freight & Logistics,JWD.BK,JWD.BK,JWD_TB
Consumer Defensive,Household & Personal Products,KAMART.BK,KAMART.BK,KAMART_TB
Financial Services,Capital Markets,KGI.BK,KGI.BK,KGI_TB
Consumer Defensive,Confectioners,KSL.BK,KSL.BK,KSL_TB
Real Estate,Real Estate—Development,LALIN.BK,LALIN.BK,LALIN_TB
Energy,Thermal Coal,LANNA.BK,LANNA.BK,LANNA_TB
Industrials,Conglomerates,LOXLEY.BK,LOXLEY.BK,LOXLEY_TB
Healthcare,Medical Care Facilities,LPH.BK,LPH.BK,LPH_TB
Real Estate,Real Estate—Development,LPN.BK,LPN.BK,LPN_TB
Communication Services,Advertising Agencies,MACO.BK,MACO.BK,MACO_TB
Consumer Cyclical,Apparel Manufacturing,MC.BK,MC.BK,MC_TB
Basic Materials,Steel,MCS.BK,MCS.BK,MCS_TB
Real Estate,Real Estate—Development,MK.BK,MK.BK,MK_TB
Communication Services,Entertainment,MONO.BK,MONO.BK,MONO_TB
Basic Materials,Specialty Chemicals,NER.BK,NER.BK,NER_TB
Technology,Electronic Components,NEX.BK,NEX.BK,NEX_TB
Real Estate,Real Estate—Development,NOBLE.BK,NOBLE.BK,NOBLE_TB
Industrials,Integrated Freight & Logistics,NYT.BK,NYT.BK,NYT_TB
Real Estate,Real Estate—Development,PF.BK,PF.BK,PF_TB
Real Estate,Real Estate Services,PLAT.BK,PLAT.BK,PLAT_TB
Consumer Defensive,Food Distribution,PM.BK,PM.BK,PM_TB
Healthcare,Medical Care Facilities,PR9.BK,PR9.BK,PR9_TB
Industrials,Marine Shipping,PSL.BK,PSL.BK,PSL_TB
Industrials,Engineering & Construction,PYLON.BK,PYLON.BK,PYLON_TB
Industrials,Marine Shipping,RCL.BK,RCL.BK,RCL_TB
Healthcare,Medical Care Facilities,RJH.BK,RJH.BK,RJH_TB
Real Estate,Real Estate—Development,RML.BK,RML.BK,RML_TB
Utilities,Utilities—Independent Power Producers,ROJNA.BK,ROJNA.BK,ROJNA_TB
Healthcare,Medical Care Facilities,RPH.BK,RPH.BK,RPH_TB
Real Estate,Real Estate—Development,S.BK,S.BK,S_TB
Industrials,Rental & Leasing Services,S11.BK,S11.BK,S11_TB
Consumer Cyclical,Apparel Manufacturing,SABINA.BK,SABINA.BK,SABINA_TB
Communication Services,Telecom Services,SAMART.BK,SAMART.BK,SAMART_TB
Communication Services,Telecom Services,SAMTEL.BK,SAMTEL.BK,SAMTEL_TB
Consumer Defensive,Beverages—Non-Alcoholic,SAPPE.BK,SAPPE.BK,SAPPE_TB
Consumer Cyclical,Auto Parts,SAT.BK,SAT.BK,SAT_TB
Real Estate,Real Estate—Diversified,SC.BK,SC.BK,SC_TB
Industrials,Engineering & Construction,SEAFCO.BK,SEAFCO.BK,SEAFCO_TB
Real Estate,Real Estate—Development,SENA.BK,SENA.BK,SENA_TB
Real Estate,Real Estate Services,SF.BK,SF.BK,SF_TB
Consumer Cyclical,Packaging & Containers,SFLEX.BK,SFLEX.BK,SFLEX_TB
Consumer Cyclical,Resorts & Casinos,SHR.BK,SHR.BK,SHR_TB
Technology,Consumer Electronics,SINGER.BK,SINGER.BK,SINGER_TB
Real Estate,Real Estate—Development,SIRI.BK,SIRI.BK,SIRI_TB
Technology,Electronics & Computer Distribution,SIS.BK,SIS.BK,SIS_TB
Industrials,Metal Fabrication,SMPC.BK,SMPC.BK,SMPC_TB
Technology,Electronic Components,SNC.BK,SNC.BK,SNC_TB
Industrials,Engineering & Construction,SRICHA.BK,SRICHA.BK,SRICHA_TB
Utilities,Utilities—Renewable,SSP.BK,SSP.BK,SSP_TB
Consumer Cyclical,Auto Parts,STANLY.BK,STANLY.BK,STANLY_TB
Industrials,Metal Fabrication,STPI.BK,STPI.BK,STPI_TB
