Date,Open,High,Low,Close
2014-12-31,5.574174627348287,5.592011969144771,5.440394351236773,5.5028252601623535
2015-01-05,5.520662059451051,5.520662059451051,5.440393816616836,5.476068496704102
2015-01-08,5.467150576569386,5.565255743812158,5.467150576569386,5.5028252601623535
2015-01-09,5.55633698943097,5.600930554183485,5.502824966893402,5.520662307739258
2015-01-22,5.529581268233325,5.71687357677993,5.529581268233325,5.663361549377441
2015-01-27,5.707953094729699,5.770383558596605,5.672278422441284,5.699034214019775
2015-01-28,5.645523865293748,5.752547913622594,5.645523865293748,5.743629455566406
2015-01-29,5.743628914306835,5.913083854163216,5.70795423489241,5.716872692108154
2015-01-30,5.734710031815367,5.77930359372126,5.699035352400942,5.716872692108154
2015-02-04,5.823896939456051,5.930920973726813,5.7614660401602515,5.788221836090088
2015-02-05,5.788221836090088,5.806059600410924,5.734709818954707,5.788221836090088
2015-02-06,5.788222606770444,5.797141490118379,5.74362946585807,5.770385265350342
2015-02-10,5.7703853768891555,5.788222718654046,5.716873351594485,5.734710693359375
2015-02-11,5.7168726006800865,5.743628822450864,5.618767446497244,5.6366047859191895
2015-02-12,5.663359999641939,5.699034674814827,5.654441543486554,5.672278881072998
2015-02-13,5.663360843489836,5.70795440673828,5.663360843489836,5.707954406738281
2015-02-16,5.73470888630819,5.7525462224523976,5.681196877875568,5.699034214019775
2015-02-18,5.761466427470972,5.770384884955218,5.699035523978297,5.707954406738281
2015-02-23,5.716872572011081,5.761466132980176,5.716872572011081,5.7257914543151855
2015-02-24,5.725791348301683,5.761466026306153,5.725791348301683,5.761466026306152
2015-02-25,5.772289162818461,5.808365935142965,5.763269754702809,5.790327548980713
2015-02-26,5.790328421260025,5.826405199019287,5.763270622906021,5.799347400665283
2015-02-27,5.790328408370184,5.799347387755364,5.727193832397461,5.727193832397461
2015-03-02,5.736212503090388,5.790327662639376,5.736212503090388,5.772289276123047
2015-03-03,5.781308002865227,5.844442567960614,5.736212253570557,5.736212253570557
2015-03-04,5.77228835445387,5.790326738089987,5.736211587181639,5.763268947601318
2015-03-05,5.763270610076413,5.763270610076413,5.700136464172805,5.727193832397461
2015-03-06,5.754251266985514,5.754251266985514,5.691116695003303,5.709155082702637
2015-03-09,5.709154572634494,5.76326973089773,5.582885870020277,5.718173980712891
2015-03-10,5.7452312472997225,5.7452312472997225,5.573866367340088,5.573866367340088
2015-03-11,5.573866829510157,5.673078174569766,5.564847850906053,5.6550397872924805
2015-03-12,5.637000052254038,5.6640578417352065,5.591903879808417,5.646019458770752
2015-03-13,5.646021073042566,5.664059461164433,5.609943866729736,5.609943866729736
2015-03-16,5.609943570562137,5.700135936479013,5.609943570562137,5.664059162139893
2015-03-17,5.664059195965661,5.736212745074804,5.627981991342014,5.6550397872924805
2015-03-18,5.6640578417352065,5.709153584111855,5.618961669289584,5.646019458770752
2015-03-19,5.709154572634494,5.754250752888382,5.655039414371259,5.718173980712891
2015-03-20,5.68209771618818,5.7271934704019705,5.67307830730397,5.709155082702637
2015-03-23,5.718174208610891,5.790327755837553,5.682097434997559,5.682097434997559
2015-03-24,5.709155313846596,5.709155313846596,5.673078536987305,5.673078536987305
2015-03-25,5.68209794623668,5.7632704791355325,5.646021169377389,5.673078536987305
2015-03-26,5.673078536987305,5.700136334666325,5.655040148557659,5.673078536987305
2015-03-27,5.673078639642073,5.718174826566758,5.555828897693183,5.582886695861816
2015-03-30,5.609943735321759,5.709155082702637,5.609943735321759,5.709155082702637
2015-03-31,5.736212595417556,5.754250982224222,5.627981844508496,5.682097434997559
2015-04-01,5.700136334666325,5.736213111525616,5.664059557807034,5.673078536987305
2015-04-02,5.68209771618818,5.754251266985514,5.664059328488846,5.709155082702637
2015-04-03,5.700136103887513,5.763270245800637,5.700136103887513,5.709155082702637
2015-04-06,5.709155082702637,5.73621287928618,5.709155082702637,5.709155082702637
2015-04-07,5.718174491586847,5.763270245800637,5.700136103887513,5.709155082702637
2015-04-08,5.718174208610891,5.72719318697969,5.664059048190893,5.682097434997559
2015-04-09,5.68209794623668,5.700136334666325,5.664059557807034,5.673078536987305
2015-04-10,5.682097217926057,5.727192968185409,5.618962651480106,5.637001037597656
2015-04-13,5.637001745485058,5.646021154711004,5.564848191953907,5.600924968719482
2015-04-14,5.637001252946361,5.736212595417556,5.627981844508496,5.682097434997559
2015-04-15,5.682097251491619,5.835423319362009,5.609943276526137,5.627981662750244
2015-04-16,5.627982220548562,5.627982220548562,5.5828864655533055,5.618963241577148
2015-04-17,5.646021073042566,5.7001362374081666,5.5919054786078695,5.609943866729736
2015-04-20,5.6550400176009905,5.6550400176009905,5.5828864655533055,5.618963241577148
2015-04-21,5.618963275825218,5.655040052068951,5.5919054786078695,5.609943866729736
2015-04-22,5.637001745485058,5.637001745485058,5.573867171110749,5.600924968719482
2015-04-23,5.618963391647153,5.618963391647153,5.58288661465978,5.59190559387207
2015-04-24,5.600924265362555,5.637001037597656,5.555828085034154,5.637001037597656
2015-04-27,5.637001862129971,5.655040250886022,5.582886695861816,5.582886695861816
2015-04-28,5.5738666539208825,5.600924449018968,5.420540581928608,5.45661735534668
2015-04-29,5.45661735534668,5.519751493793774,5.429559560248594,5.45661735534668
2015-04-30,5.456617584564911,5.465636563263761,5.411521400863417,5.420540809631348
2015-05-05,5.483674720375703,5.483674720375703,5.393482786830522,5.45661735534668
2015-05-06,5.4566183441971345,5.4566183441971345,5.420541564241215,5.447598934173584
2015-05-07,5.43857919709813,5.474655972031693,5.4205408096313485,5.420540809631348
2015-05-08,5.4205408096313485,5.456617584564911,5.4205408096313485,5.420540809631348
2015-05-11,5.429559673911151,5.483674835171108,5.411521286824499,5.438579082489014
2015-05-12,5.411521286824499,5.456617469575665,5.402501878246637,5.438579082489014
2015-05-13,5.4668238949178924,5.4668238949178924,5.375710250228753,5.430378437042236
2015-05-14,5.448601245880127,5.503269433495283,5.439489664045533,5.448601245880127
2015-05-15,5.466825008392334,5.466825008392334,5.448602275742928,5.466825008392334
2015-05-18,5.48504708397527,5.48504708397527,5.457712771043494,5.475935935974121
2015-05-19,5.475936591949146,5.475936591949146,5.448602275742928,5.466825008392334
2015-05-20,5.475936137334267,5.475936137334267,5.421267509460449,5.421267509460449
2015-05-21,5.430378452398952,5.457712328650929,5.275485038757324,5.275485038757324
2015-05-22,5.2754854940519955,5.357487998813314,5.266374346003054,5.321042537689209
2015-05-25,5.321041515023532,5.321041515023532,5.220816298962724,5.257261753082275
2015-05-26,5.302819349473429,5.302819349473429,5.257262309767964,5.275485038757324
2015-05-27,5.266374230943827,5.266374230943827,5.166148997810168,5.193482875823975
2015-06-01,5.1205926702758315,5.138815402984619,5.102369937567043,5.138815402984619
2015-06-04,5.220816789442642,5.284596557375815,5.166148603127404,5.211705207824707
2015-06-05,5.239040076087928,5.2481516586761,5.193483032075409,5.229928493499756
2015-06-08,5.229929066528559,5.229929066528559,5.129704253862334,5.138815402984619
2015-06-09,5.157037879036386,5.157037879036386,5.111481266763801,5.129703998565674
2015-06-12,5.102369308471679,5.129703621396793,5.047701117085617,5.10236930847168
2015-06-16,4.974810585129769,5.1114812915383405,4.938365121349377,5.084146976470947
2015-06-17,5.07503543001073,5.1205920389337,5.07503543001073,5.10236930847168
2015-06-18,5.084146578009658,5.111480890934772,5.0294783866235955,5.10236930847168
