Date,Open,High,Low,Close,Volume
2017-10-16,15.302833585084695,18.35980224609375,15.302833585084695,18.35980224609375,26003
2017-10-17,20.1950740814209,20.1950740814209,20.1950740814209,20.1950740814209,3680
2017-10-18,22.212858200073246,22.212858200073246,22.212858200073246,22.212858200073242,10003
2017-10-19,24.437179565429688,24.437179565429688,24.437179565429688,24.437179565429688,36563
2017-10-20,26.880187988281254,26.880187988281254,26.880187988281254,26.88018798828125,62409
2017-10-23,29.566387176513675,29.566387176513675,29.566387176513675,29.566387176513672,221654
2017-10-24,32.21009448827345,32.526118798704864,30.405064758429486,30.599637985229492,32076779
2017-10-25,29.365883175606783,31.189096075052532,28.989085101187435,29.89456558227539,19465363
2017-10-26,29.712241726923274,29.712241726923274,27.68249502113218,27.89515495300293,20263430
2017-10-27,27.94980583954649,28.18687137270667,27.23880212554993,27.360349655151367,10561713
2017-10-30,27.153715637857932,27.889030294573733,25.907805317599312,26.16918182373047,11063500
2017-10-31,26.254265612728656,26.612782222080803,26.029353726419888,26.50348663330078,7114102
2017-11-01,26.64924688623112,27.22051988818564,26.34547451360434,26.813385009765625,8741747
2017-11-02,26.558136129026874,27.098974062002824,26.254267294598648,26.65537452697754,7921819
2017-11-03,26.53995200285068,27.250955715538225,26.497361404330345,27.026142120361328,7603174
2017-11-06,27.311728473661763,27.311728473661763,26.770794137429846,26.940959930419922,6630744
2017-11-07,26.801228409880522,26.837693037154093,25.76807448024794,26.071943283081055,9287716
2017-11-08,25.98083149024319,28.429965136915104,25.90177812009941,27.834383010864258,17682713
2017-11-09,27.372501517897025,27.63387802373969,26.862002297653497,27.1719970703125,9301729
2017-11-10,27.123281694390453,27.354319551295774,26.837694340031476,26.95924186706543,7347870
2017-11-13,27.013890026786875,27.378532612813746,26.789074578240356,27.226646423339844,7615817
2017-11-14,27.105096853205207,27.129405986175836,25.889621657994212,26.126590728759766,8842584
2017-11-15,25.99901480122683,26.071944057941437,25.1481821280073,25.281885147094727,6165995
2017-11-16,25.26370294444974,25.57359943925817,24.844314262990338,24.911117553710938,3664208
2017-11-17,24.838286071424367,25.032664558815462,22.729387517646263,22.887399673461914,6342240
2017-11-20,23.027130237392104,23.270225289698203,22.790161153696896,23.112213134765625,3499830
2017-11-21,23.05756581235899,23.944863142375564,22.942144252453804,23.130495071411133,4269932
2017-11-22,22.954299718150057,23.203422446444918,22.619995793438182,22.82059669494629,3026305
2017-11-23,22.972484012819688,23.17298848143744,22.50447704191094,22.547067642211914,2977243
2017-11-24,22.425517859186073,22.650429738624585,22.18854878305734,22.303970336914062,2184302
2017-11-27,22.218888602089972,22.340436130706802,21.757007622412402,21.78131675720215,2817227
2017-11-28,21.878555572938986,22.176298431487712,21.805626312495267,22.085186004638672,2133745
2017-11-29,22.279661081919663,22.303970215307928,21.465293058070902,21.921144485473633,2767419
2017-11-30,22.02441019716175,22.2675052365447,21.82993527845617,21.975791931152344,2274264
2017-12-01,21.963636679047358,22.225013183428576,21.848215126370786,22.133804321289062,2017414
2017-12-04,22.115523349845546,22.115523349845546,20.997382945227063,21.1735782623291,4247273
2017-12-05,21.088496635002514,21.33159169707747,20.237663917740164,20.69954490661621,3576014
2017-12-06,20.663078899560453,21.118930331948523,20.54153137662186,21.064186096191406,2203697
2017-12-07,20.96082184698267,21.07633984480718,20.78462653011142,20.851526260375977,1338033
2017-12-08,20.80281185812092,21.57468767625897,20.80281185812092,21.380210876464844,2837432
2017-12-11,21.240478340292754,21.568559846054242,21.234352371703874,21.41667366027832,1912334
2017-12-12,21.380208141555748,21.380208141555748,20.796781526140443,20.808935165405273,1770900
2017-12-13,20.81496527883388,21.386238271117517,20.81496527883388,21.21004295349121,1728345
2017-12-14,21.076339872413808,21.22219838462076,20.85755581343943,21.1735782623291,1676200
2017-12-15,21.08849724407854,21.185735642650577,20.808937543684493,21.14927101135254,1630142
2017-12-18,21.033847422848577,21.331590261548328,21.0034123207658,21.076339721679688,1208748
2017-12-19,21.185733819607062,21.28899988091289,21.058060327011432,21.21004295349121,1406144
2017-12-20,21.149271763681547,21.240480639210023,20.590152343004274,20.596181869506836,1573401
2017-12-21,20.59015078648557,20.638770911159764,20.134299328802125,20.541532516479492,1426505
2017-12-22,20.54153232248859,20.67523534574481,20.377394195727938,20.395675659179688,1153963
2017-12-25,20.304564995141167,20.426112534218287,19.824404365345444,20.298439025878906,2434617
2017-12-26,20.18904300475835,21.43495325619365,20.18904300475835,21.155393600463867,4335096
2017-12-27,21.155394945706405,21.410547188170387,20.9304830651839,21.076339721679688,3573652
2017-12-28,21.027720709540464,22.79015972854819,20.94876378571529,21.82993507385254,6266472
2017-12-29,21.665798693159836,21.829936819565095,21.471321906056986,21.74485206604004,2934104
2018-01-02,21.866398217738414,22.18242251321858,21.63545867042689,21.799596786499023,2367425
2018-01-03,21.73882417516245,21.86037170220704,21.39236475984815,21.57468605041504,2913043
2018-01-04,21.495729446411133,21.635460141390023,21.434955681969026,21.495729446411133,1928201
2018-01-05,21.495728813302406,21.53822111298879,21.27694289682105,21.343746185302734,1771849
2018-01-08,21.51391258839934,21.848216513827047,21.440983329283284,21.805625915527344,3794315
2018-01-09,21.69623454011588,22.11552493471993,21.653643940523327,21.969764709472656,3105611
