Date,Open,High,Low,Close
2014-12-31,8.534035722215165,9.045956285251592,8.521553514164992,8.790000915527344
2015-01-05,8.402933983086255,8.702593581084162,8.359240453182231,8.646407127380371
2015-01-06,8.65265259923665,9.083412407062891,8.57773792770629,9.020980834960938
2015-01-07,9.027226374367844,9.089657943180768,8.746295924402354,8.864913940429688
2015-01-08,8.808727946867485,9.314402425626447,8.80248193189402,9.139598846435547
2015-01-09,9.114623577632543,9.41425457416269,9.052200937092639,9.220759391784668
2015-01-12,9.102142021816457,9.389346202003612,9.102142021816457,9.2894287109375
2015-01-13,9.289428418255333,9.376797613557521,9.152081278347122,9.358097076416016
2015-01-14,9.339367049105022,9.339367049105022,9.027226179781124,9.070929527282715
2015-01-15,9.033472361961307,9.202029916993087,8.983522999015488,9.127115249633789
2015-01-16,9.158327219813007,9.358097001147732,9.158327219813007,9.31440258026123
2015-01-19,9.17705577890969,9.539174598499853,8.983523093835641,9.145844459533691
2015-01-20,9.202030307581243,9.507898389449918,9.15208094251528,9.501717567443848
2015-01-21,9.457985944935288,9.70773275474666,9.457985944935288,9.59536075592041
2015-01-22,9.501716318620064,9.713912010192871,9.464258988273574,9.713912010192871
2015-01-23,9.713914070605645,9.77637422462683,9.370617203477023,9.470441818237305
2015-01-26,9.501718049104332,9.645273697908653,9.420529674898596,9.632819175720215
2015-01-27,9.632819056101242,9.657728100168804,9.401800443037526,9.638998985290527
2015-01-28,9.582814165595241,9.826287319464464,9.489170370090642,9.701459884643555
2015-01-29,9.576631575138384,9.689003573169254,9.439256765125617,9.457985877990723
2015-01-30,9.451712201100586,9.520446944585586,9.058438301086426,9.058438301086426
2015-02-02,9.020980984662545,9.145845023991878,8.914854990586708,9.033473014831543
2015-02-03,9.102141879757628,9.938658714294434,9.064684542518023,9.938658714294434
2015-02-04,10.175949953618469,10.569252399537488,9.888745808308807,10.157220840454102
2015-02-05,10.044849946707204,10.207133818572869,9.782648584906884,9.813831329345703
2015-02-06,9.745191031363495,9.926204014441092,9.507898719357158,9.620270729064941
2015-02-09,9.501718789654358,9.707734606663497,9.314403511505976,9.33936882019043
2015-02-10,9.195785158218769,9.532902100428597,9.164573834909705,9.507899284362793
2015-02-11,9.501717772092428,9.576632444245062,9.364342949612505,9.439257621765137
2015-02-12,9.482988540145321,9.83255904940992,9.432982916971593,9.682729721069336
2015-02-13,9.782648567628923,9.994844298785337,9.68273107787074,9.913749694824219
2015-02-16,9.913748714933185,10.232135604274683,9.86374308969501,10.175950050354004
2015-02-17,10.225862203117781,10.225862203117781,9.93247722478889,9.988663673400879
2015-02-25,9.988663673400879,9.988663673400879,9.988663673400879,9.988663673400879
2015-02-26,9.838833581673763,10.069758415222168,9.757645211609995,10.069758415222168
2015-02-27,10.01357217586658,10.219587059203901,10.01357217586658,10.144672393798828
2015-03-02,10.157222245515035,10.319507015013277,10.069759275377905,10.313232421875
2015-03-03,10.275773936571516,10.282047635956214,9.98866355418228,9.994843482971191
2015-03-04,9.99484434919899,10.244591189552446,9.957387011676166,10.238317489624023
2015-03-05,10.288322614087146,10.42560366451687,10.150947793058121,10.344508171081543
2015-03-06,10.363236892657648,10.544249864580477,10.051029926752264,10.375691413879395
2015-03-09,10.375692205357645,10.719082832336426,9.988664312002784,10.719082832336426
2015-03-10,10.731536793082691,11.106110144669762,10.631619309126808,10.831454277038574
2015-03-11,10.82518138778645,10.893821470655901,10.556705428993919,10.6753511428833
2015-03-12,10.681624572759077,10.868911242176635,10.400694122106097,10.456880569458008
2015-03-13,10.519246471936048,10.95000623872939,10.463060027113768,10.85018253326416
2015-03-16,10.968735031967542,11.199753629322146,10.881365842468401,11.162296295166016
2015-03-17,11.168570724019984,11.237211697451077,10.95628122640413,11.106110572814941
2015-03-18,11.03746967634319,11.630513318363365,11.03746967634319,11.524415016174316
2015-03-19,11.224757194519043,11.330855504733076,10.981284059661194,11.224757194519043
2015-03-20,11.174750130451079,11.42449693302774,11.087380946314624,11.237210273742676
2015-03-23,11.17475124186537,11.49941274044612,11.124839384621813,11.436952590942383
2015-03-24,11.362038017340103,11.461955503284234,10.68780507801358,11.312126159667969
2015-03-25,11.181024553870103,12.042544135454103,10.962555140605678,11.848983764648438
2015-03-26,11.686699814645726,11.855258277009021,11.118565168987482,11.549324989318848
2015-03-27,11.4495011646258,12.629408604053914,11.374586491619574,12.173645973205566
2015-03-30,12.017540931701658,12.460848999906617,11.91144352473836,12.01754093170166
2015-03-31,12.048819183553709,12.25483497643312,11.980084441176562,12.09873104095459
2015-04-01,12.005086375262959,12.354657785699303,12.005086375262959,12.236104965209961
2015-04-02,12.242287342963987,13.234907238972694,12.17364636749221,12.991434097290039
2015-04-03,12.735506688948169,13.4721988840362,12.498307259096867,13.303641319274902
2015-04-07,13.203723217856814,13.534565525359936,13.172539583115885,13.278637886047363
2015-04-08,13.27236463383765,13.291093749303133,12.423393262628814,12.729232788085938
2015-04-09,12.54822079866124,12.729233802486375,11.486959838038604,12.186101913452148
2015-04-10,12.048819199102336,12.679320207201267,12.017541792385327,12.498307228088379
2015-04-13,12.610678926754481,13.472198520949876,12.335929290919756,13.209997177124023
2015-04-14,13.122535316959265,13.71567279518299,12.935248627077053,13.671941757202148
2015-04-15,13.484653018567712,13.971599263581236,13.147537005672175,13.234906196594238
2015-04-16,13.110079710973496,14.558462142944336,12.610678943043967,14.558462142944336
2015-04-17,14.876850310173335,15.694638891685939,13.48465339897707,13.58457088470459
2015-04-20,13.790586210805612,14.215072305262941,12.485758537225117,13.859227180480957
2015-04-21,13.640756624606446,15.07659161895008,13.54711284339924,14.97049331665039
2015-04-22,14.839391837747739,15.969294434094312,14.627102360811653,15.663454055786133
