Date,Open,High,Low,Close
2015-01-05,10.376642998415743,10.527028983329636,10.376642998415743,10.451835632324219
2015-01-06,10.376641072744102,10.677412986755371,10.376641072744102,10.677412986755371
2015-01-07,10.67741400138453,10.752607345581055,10.527028030088358,10.752607345581055
2015-01-08,10.67741400138453,10.902993316877227,10.67741400138453,10.752607345581055
2015-01-09,10.752606224126437,10.902992179737945,10.677412887772281,10.827798843383789
2015-01-12,10.827798943761005,10.827798943761005,10.602220366800957,10.677412986755371
2015-01-13,10.602220366800957,10.752606323806592,10.602220366800957,10.677412986755371
2015-01-14,10.67741400138453,10.902993316877227,10.67741400138453,10.752607345581055
2015-01-15,10.677412986755371,10.752606323806592,10.602220366800957,10.677412986755371
2015-01-16,10.677414055864768,10.677414055864768,10.451834739221079,10.52702808380127
2015-01-19,10.527027029749735,10.677412986755371,10.527027029749735,10.677412986755371
2015-01-20,10.752607400444957,10.752607400444957,10.52702808380127,10.52702808380127
2015-01-21,10.527028143942863,10.677414116865528,10.527028143942863,10.602221488952637
2015-01-22,10.67741400138453,10.827799972680703,10.602221374284882,10.752607345581055
2015-01-23,10.827799972680703,11.0533792881734,10.752607345581055,10.752607345581055
2015-01-26,10.752607461875302,10.752607461875302,10.527028143942863,10.602221488952637
2015-01-27,10.602221428381458,10.677414055864768,10.52702808380127,10.52702808380127
2015-01-28,10.602221488952637,10.752607461875302,10.527028143942863,10.602221488952637
2015-01-29,10.602221428381458,10.677414055864768,10.451834739221079,10.52702808380127
2015-01-30,10.527028983329636,10.602222334335053,10.451835632324219,10.451835632324219
2015-02-02,10.527027165308864,10.527027165308864,10.301447868347168,10.301447868347168
2015-02-03,10.376643180847168,10.451835816077603,10.30144982851978,10.376643180847168
2015-02-04,10.67741302159699,11.20376423138266,10.67741302159699,10.978185653686523
2015-02-05,10.902993202209473,11.128572515329731,10.902993202209473,10.902993202209473
2015-02-06,10.978185617863447,10.978185617863447,10.677412986755371,10.677412986755371
2015-02-09,10.677413889089213,10.902993202209473,10.677413889089213,10.902993202209473
2015-02-10,11.053378135349453,11.053378135349453,10.827798843383789,10.827798843383789
2015-02-11,10.97818654561518,11.053379171924023,10.752607232494922,10.902993202209473
2015-02-12,10.902992179737945,10.978185516092099,10.752606224126437,10.827798843383789
2015-02-13,10.827798843383789,10.827798843383789,10.752606224126437,10.827798843383789
2015-02-16,10.827798843383789,10.902992179737945,10.827798843383789,10.827798843383789
2015-02-17,10.902993434797965,10.902993434797965,10.602221488952637,10.602221488952637
2015-02-18,10.527027029749735,10.677412986755371,10.527027029749735,10.677412986755371
