Date,Open,High,Low,Close,Volume
2015-01-05,3.6059643149802056,3.6317245960235596,3.6059643149802056,3.6317245960235596,61650
2015-01-06,3.605963945388794,3.605963945388794,3.580209746498754,3.605963945388794,228375
2015-01-07,3.5802100575400826,3.6832387447357178,3.5802100575400826,3.6832387447357178,142087
2015-01-08,3.6832387447357178,3.7089932222047555,3.6574787404361753,3.6832387447357178,175725
2015-01-09,3.6832387447357178,3.7089932222047555,3.6574787404361753,3.6832387447357178,254812
2015-01-12,3.7089932222047555,3.7089932222047555,3.6832387447357178,3.6832387447357178,92250
2015-01-13,3.6832387447357178,3.7089932222047555,3.6574787404361753,3.6832387447357178,144787
2015-01-14,3.708993292095994,3.708993292095994,3.6574788093566895,3.6574788093566895,389250
2015-01-15,3.6574787404361753,3.7089932222047555,3.6574787404361753,3.6832387447357178,113287
2015-01-16,3.7089932222047555,3.7089932222047555,3.6574787404361753,3.6832387447357178,72562
2015-01-19,3.6832387447357178,3.7089932222047555,3.6832387447357178,3.6832387447357178,123750
2015-01-20,3.683239192723065,3.734747877584546,3.683239192723065,3.708993673324585,121387
2015-01-21,3.7347471714019775,3.7605074503053655,3.708992972011735,3.7347471714019775,144112
2015-01-22,3.760507596559416,3.786261796951294,3.708993116262279,3.786261796951294,360000
2015-01-23,3.7862619402537527,3.8635364270393175,3.7862619402537527,3.8377764225006104,694800
2015-01-26,3.8635363578796387,3.8635363578796387,3.8120218765549216,3.8635363578796387,584550
2015-01-27,3.8377763538020515,3.889290835126768,3.8377763538020515,3.8635363578796387,661837
2015-01-28,3.8377770344263467,3.915051533533173,3.8377770344263467,3.889291524887085,394650
2015-01-29,3.9150507202971654,3.992319400180699,3.8892907170019564,3.940805196762085,1397587
2015-01-30,3.992319400180699,4.0180738766456185,3.8892907170019564,3.940805196762085,931050
2015-02-02,3.915051533533173,3.915051533533173,3.8377770344263467,3.889291524887085,463837
2015-02-03,3.889291524887085,3.915051533533173,3.8635370430724345,3.889291524887085,818662
2015-02-04,3.863536240537037,3.96655939688549,3.863536240537037,3.940805196762085,661275
2015-02-05,3.966559886932373,3.9923198934100905,3.9408056836271763,3.966559886932373,345262
2015-02-06,4.018074373056836,4.018074373056836,3.9408056836271763,3.966559886932373,234562
2015-02-09,3.940805196762085,3.96655939688549,3.940805196762085,3.940805196762085,232087
2015-02-10,3.9150514602661137,3.9408059415987893,3.9150514602661137,3.9150514602661133,109462
2015-02-11,3.9408059415987893,3.9408059415987893,3.9150514602661137,3.9150514602661133,315337
2015-02-12,3.9408056836271763,3.966559886932373,3.9408056836271763,3.966559886932373,128137
2015-02-13,3.9665597732069107,4.275646404750299,3.9665597732069107,4.172617435455322,1306125
2015-02-16,4.224132061004639,4.3786697169295685,4.224132061004639,4.224132061004639,2006887
2015-02-17,4.275646723118743,4.301401203944781,4.095349053184357,4.146857738494873,840825
2015-02-18,4.146857402892758,4.249886371521304,4.121103200492549,4.198371887207031,287325
2015-02-19,4.275646547370465,4.275646547370465,4.224132061004639,4.224132061004639,305775
