Date,Open,High,Low,Close,Volume
2017-09-14,10.075272021135579,10.635008811950684,9.515534340641956,10.635008811950684,831241200
2017-09-15,10.728299665129063,10.914878611804284,10.075272906926491,10.168561935424805,332171000
2017-09-18,10.261851463283586,10.541720317490668,9.608824729919434,9.608824729919434,176244300
2017-09-19,9.70211397599966,10.261851697171348,9.608824948923433,9.888693809509277,139492600
2017-09-20,9.888693809509277,10.075272753340313,9.70211397599966,9.888693809509277,66340000
2017-09-21,9.981982836585503,10.168561780416539,9.888693809509277,9.888693809509277,61308200
2017-09-22,9.888693260900522,10.448430061340334,9.795403349321287,10.448430061340332,134735800
2017-09-25,10.541720390319824,10.914878272054914,10.448430475046766,10.541720390319824,187546100
2017-09-26,10.541720160776508,10.541720160776508,10.16856139748829,10.26185131072998,98134200
2017-09-27,10.355141223971673,10.448430247534816,10.16856139748829,10.26185131072998,55785800
2017-09-28,10.261850529037572,10.448429451629831,9.981981700309943,10.075271606445312,49896300
2017-09-29,10.075271606445312,10.261850529037572,9.981981700309943,10.075271606445312,31005000
2017-10-02,10.168561935424805,10.355141771778621,10.075272906926491,10.168561935424805,23879100
2017-10-03,10.168561935424805,10.355141771778621,10.075272906926491,10.168561935424805,37603400
2017-10-04,10.261851074750867,10.261851074750867,9.981982231140137,9.981982231140137,28523900
2017-10-05,10.075272593311677,10.728299331187369,10.075272593311677,10.541720390319824,150815600
2017-10-06,10.728299331187369,11.00816818732797,10.541720390319824,10.541720390319824,200664300
2017-10-09,10.63500899482027,10.728298906399505,10.355141039439632,10.448430061340332,38262700
2017-10-10,10.448430328452634,11.19474697113037,10.448430328452634,11.194746971130371,162842100
2017-10-11,11.381325909380164,11.381325909380164,11.008168032880574,11.194746971130371,94785400
2017-10-12,11.288036405970491,12.03435212729208,11.288036405970491,11.754484176635742,132810900
2017-10-16,12.314220428466797,12.314220428466797,12.314220428466797,12.314220428466797,6829900
2017-10-17,12.40751190630948,12.594090852108705,12.034353125032437,12.220932960510254,113494100
2017-10-18,12.314220428466797,12.594089256548004,12.127641506305485,12.314220428466797,64996900
2017-10-19,12.220931329749346,12.407510250651484,11.8477725982666,11.847772598266602,89887900
2017-10-20,11.847773082198469,12.407510757446289,11.847773082198469,12.407510757446289,62894900
2017-10-24,12.594090275090492,12.780669212341307,12.407511337839676,12.780669212341309,76747700
2017-10-25,12.967248568117892,12.967248568117892,12.687380598048037,12.8739595413208,60596700
2017-10-27,12.967248149592123,13.15382797652149,12.780669212341307,12.780669212341309,65316700
2017-10-30,12.873959316594023,12.873959316594023,12.407511521715099,12.594090461730957,66072100
2017-10-31,12.500800132751465,12.873958890099567,12.500800132751465,12.500800132751465,45446100
2017-11-01,12.500800546883745,12.873959316594023,12.500800546883745,12.594090461730957,52777900
2017-11-02,12.6873795950702,12.873958523593304,12.407510757446289,12.407510757446289,40457000
2017-11-03,12.50079989795733,12.50079989795733,11.754484176635742,11.754484176635742,96154100
2017-11-06,11.754485279315046,12.127643174981499,11.56790544180322,12.034353256225586,47453100
2017-11-07,12.12764259338379,12.220932507665857,11.567904887048499,11.661194801330566,54538700
2017-11-08,11.754484938496988,12.12764282334383,11.661195022445991,11.94106388092041,36771500
2017-11-09,12.034352716955254,12.220932546106269,11.847773777482802,12.127642631530762,36783400
2017-11-10,12.12764259338379,12.12764259338379,11.661194801330566,11.661194801330566,31994500
2017-11-13,11.47461582334434,11.661194761594135,11.19474697113037,11.194746971130371,36575000
2017-11-14,10.914876675916485,11.381324404713586,10.821587663964127,11.28803539276123,47069000
2017-11-15,11.1947475308679,11.754485263282735,11.101457612239228,11.56790542602539,63792800
2017-11-16,11.661194992667175,11.847773934614136,11.474616050720215,11.474616050720215,30208100
2017-11-17,11.567904887048499,11.754484715612636,11.567904887048499,11.661194801330566,20804800
2017-11-20,11.754485263282735,11.754485263282735,11.474616397075318,11.56790542602539,11089300
2017-11-21,11.381325721740723,11.381325721740723,11.381325721740723,11.381325721740723,27585600
2017-11-22,11.381326134907448,11.754484908479942,11.288037108773255,11.474616050720215,35236100
2017-11-23,11.474616221269361,11.474616221269361,10.821589469909668,10.821589469909668,47420200
2017-11-24,10.914879048748844,11.101458002893196,10.728300094604492,10.728300094604492,25743400
2017-11-27,10.821589010823036,10.821589010823036,10.16856139748829,10.26185131072998,30355200
