Date,Open,High,Low,Close,Volume
2015-01-05,3.0008745660393745,3.016752194224007,2.8897311687469482,2.8897311687469482,2387000
2015-01-06,2.8420978033896915,2.8420978033896915,2.746832044053747,2.81034255027771,5092500
2015-01-07,2.826220247012722,3.0961402837195364,2.826220247012722,3.0485072135925293,24947900
2015-01-08,3.0167525324206816,3.064385422314521,2.984997272491455,2.984997272491455,7599600
2015-01-09,3.0326300666511585,3.0485076961145463,2.969119548797608,2.9691195487976074,3215000
2015-01-12,3.000874807724383,3.0326300666511585,2.969119548797608,2.9691195487976074,2248400
2015-01-13,2.937364005643088,2.953241633570111,2.9214863777160645,2.9214863777160645,2134200
2015-01-14,2.9373639088296315,3.000874418444462,2.857975582534845,2.905608654022217,5785600
2015-01-15,2.937364101409912,2.9532417298545934,2.90560884452055,2.937364101409912,3233300
2015-01-16,2.921486611771415,3.0326300161648474,2.9056089825723532,3.0008747577667236,8785400
2015-01-19,3.032629969887624,3.032629969887624,2.9532418251037598,2.9532418251037598,3238300
2015-01-20,2.9532418251037598,3.0167523409308514,2.9532418251037598,2.9532418251037598,3916200
2015-01-21,2.9532417298545934,2.984996986743955,2.937364101409912,2.937364101409912,1940600
2015-01-22,2.9691194482940517,3.1437735557556152,2.9532418193681154,3.1437735557556152,27878100
2015-01-23,3.1596513913784787,3.175529021343092,2.984997272491455,2.984997272491455,19766300
2015-01-26,3.000874807724383,3.064385325577934,2.95324191933422,2.9691195487976074,7587300
2015-01-27,2.984996986743955,3.0008746151886365,2.937364101409912,2.937364101409912,5519700
2015-01-28,2.9691193582992743,2.984996986743955,2.9214864729652312,2.937364101409912,2738500
2015-01-29,2.937364101409912,2.984996986743955,2.9214864729652312,2.937364101409912,3907700
2015-01-30,2.9532418251037598,3.0167523409308514,2.921486567190214,2.9532418251037598,8559000
2015-02-02,2.9532418251037598,3.048507598844397,2.9532418251037598,2.9532418251037598,8987400
2015-02-03,3.0008743864898557,3.143773220877824,2.98499675925522,3.1278955936431885,41033400
2015-02-04,3.191406092953748,3.2072837201404836,3.016752004623413,3.016752004623413,47925900
2015-02-05,3.0008743774366775,3.0802627026466007,2.9849967502499424,3.016752004623413,8012000
2015-02-06,3.0643849837012764,3.0643849837012764,3.0167521006252533,3.0326297283172607,4585300
2015-02-09,3.048507312993914,3.1278956396100117,3.0167520580579748,3.0961403846740723,15850100
2015-02-10,3.096140621317119,3.1914063934062544,3.096140621317119,3.1755287647247314,34288100
2015-02-11,3.175528475347096,3.1914061025817313,3.1120179664085525,3.1278955936431885,17867300
2015-02-12,3.143773123434336,3.143773123434336,3.0961402432068437,3.112017869949341,7278000
2015-02-13,3.1437731645703,3.1596507915205545,3.0326295866422748,3.0485072135925293,19773300
2015-02-16,3.0961403814656587,3.1437732638202074,3.064384937286377,3.064384937286377,8249200
2015-02-17,3.064384840542784,3.1278955376200455,3.0485072135925293,3.0485072135925293,6449400
2015-02-18,3.0802627540141425,3.112018008917175,3.0485073098348607,3.064384937286377,3011500
2015-02-19,3.080262757206103,3.1278956396100117,3.0643849404618835,3.0961403846740723,5180400
2015-02-20,3.1120183966771457,3.1120183966771457,3.080263137817383,3.080263137817383,1956300
2015-02-23,3.112018008917175,3.112018008917175,3.0485073098348607,3.064384937286377,3202300
2015-02-24,3.175528859264359,3.23903937588124,3.1437736009559187,3.191406488418579,78597100
2015-02-25,3.2231614618468414,3.350182483853809,3.2231614618468414,3.3025496006011963,82794700
2015-02-26,3.3343050497211184,3.3343050497211184,3.1596511343196427,3.2549169063568115,37157500
2015-02-27,3.2231616507692995,3.239039279450822,3.175528764724732,3.1755287647247314,13989200
2015-03-02,3.1914061461747565,3.223161401077789,3.0485073098348607,3.064384937286377,20390200
2015-03-03,3.064385422314521,3.0802632415554134,2.984997272491455,2.984997272491455,6805400
2015-03-05,2.9691194993686003,3.0485076453639093,2.937364240970477,3.0008747577667236,5335000
2015-03-06,3.0167520580579748,3.0961403846740723,3.0167520580579748,3.0961403846740723,7364700
